ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	pPredEBM	pPredHMP	pTWAShmp	pTWASomni	minP	maxP	maxPpred	maxPtwas	Near_GWAS	ENSGID	GENE.x	DESCRIPTION.x	GENE_TYPE.x	CHR.x	START.x	END.x	meanPredBeta	GENE.y	DESCRIPTION.y	GENE_TYPE.y	CHR.y	START.y	END.y	meanTwasZscore
ENSG00000106367	AP1S1	adaptor-related protein complex 1, sigma 1 subunit [Source:HGNC Symbol;Acc:559]	protein_coding	7	100797678	100804877	0.000503440473646455	0.00753960005574869	0.448137664015307	0.183	0.000503440473646455	0.448137664015307	0.00753960005574869	0.448137664015307	no	ENSG00000106367	AP1S1	adaptor-related protein complex 1, sigma 1 subunit [Source:HGNC Symbol;Acc:559]	protein_coding	7	100797678	100804877	0.00651716703062914	AP1S1	adaptor-related protein complex 1, sigma 1 subunit [Source:HGNC Symbol;Acc:559]	protein_coding	7	100797678	100804877	0.932110181818182
ENSG00000154415	PPP1R3A	protein phosphatase 1, regulatory subunit 3A [Source:HGNC Symbol;Acc:9291]	protein_coding	7	113516832	113715975	0.00217015250780017	0.00124036723745682	0.0139162707237844	0.00469	0.00124036723745682	0.0139162707237844	0.00217015250780017	0.0139162707237844	no	ENSG00000154415	PPP1R3A	protein phosphatase 1, regulatory subunit 3A [Source:HGNC Symbol;Acc:9291]	protein_coding	7	113516832	113715975	0.00247120156225357	PPP1R3A	protein phosphatase 1, regulatory subunit 3A [Source:HGNC Symbol;Acc:9291]	protein_coding	7	113516832	113715975	2.0761455
ENSG00000128573	FOXP2	forkhead box P2 [Source:HGNC Symbol;Acc:13875]	protein_coding	7	113726382	114333827	0.156175517632032	0.207617086718145	0.009396313299315	0.00571	0.00571	0.207617086718145	0.207617086718145	0.009396313299315	no	ENSG00000128573	FOXP2	forkhead box P2 [Source:HGNC Symbol;Acc:13875]	protein_coding	7	113726382	114333827	0.00459036742038113	FOXP2	forkhead box P2 [Source:HGNC Symbol;Acc:13875]	protein_coding	7	113726382	114333827	2.03509428571429
ENSG00000105976	MET	met proto-oncogene [Source:HGNC Symbol;Acc:7029]	protein_coding	7	116312444	116438440	6.97825114895583e-09	0.00657809228762334	5.45555973863964e-06	3.18e-07	6.97825114895583e-09	0.00657809228762334	0.00657809228762334	5.45555973863964e-06	no	ENSG00000105976	MET	met proto-oncogene [Source:HGNC Symbol;Acc:7029]	protein_coding	7	116312444	116438440	-0.00587769813709839	MET	met proto-oncogene [Source:HGNC Symbol;Acc:7029]	protein_coding	7	116312444	116438440	-0.9182953
ENSG00000214188	ST7-OT4	ST7 overlapping transcript 4 [Source:HGNC Symbol;Acc:18835]	protein_coding	7	116594389	116608628	7.58075468811778e-07	0.000538170737774325	NA	NA	NA	NA	0.000538170737774325	NA	no	ENSG00000214188	ST7-OT4	ST7 overlapping transcript 4 [Source:HGNC Symbol;Acc:18835]	protein_coding	7	116594389	116608628	0.00473814804277379	NA	NA	NA	NA	NA	NA	NA
ENSG00000106459	NRF1	nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:7996]	protein_coding	7	129251555	129396922	0.00209382822535419	0.0140108360675177	0.00233636809515938	0.00794	0.00209382822535419	0.0140108360675177	0.0140108360675177	0.00794	no	ENSG00000106459	NRF1	nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:7996]	protein_coding	7	129251555	129396922	0.00795155141763801	NRF1	nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:7996]	protein_coding	7	129251555	129396922	2.170383
ENSG00000122783	C7orf49	chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:22432]	protein_coding	7	134777115	134855547	0.000553097233931096	0.000178770648084835	0.141884087895338	0.063	0.000178770648084835	0.141884087895338	0.000553097233931096	0.141884087895338	no	ENSG00000122783	C7orf49	chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:22432]	protein_coding	7	134777115	134855547	0.00790750832957002	C7orf49	chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:22432]	protein_coding	7	134777115	134855547	1.197447
ENSG00000146859	TMEM140	transmembrane protein 140 [Source:HGNC Symbol;Acc:21870]	protein_coding	7	134832917	134850536	3.15200994066477e-06	8.99349555585996e-05	0.103450878104322	0.169	3.15200994066477e-06	0.169	8.99349555585996e-05	0.169	no	ENSG00000146859	TMEM140	transmembrane protein 140 [Source:HGNC Symbol;Acc:21870]	protein_coding	7	134832917	134850536	-0.00608250232517018	TMEM140	transmembrane protein 140 [Source:HGNC Symbol;Acc:21870]	protein_coding	7	134832917	134850536	0.0418657142857143
ENSG00000146963	C7orf55-LUC7L2	C7orf55-LUC7L2 readthrough [Source:HGNC Symbol;Acc:44671]	protein_coding	7	139025105	139108198	0.00194555928525635	0.00118396525671735	0.00204574519326882	0.016	0.00118396525671735	0.016	0.00194555928525635	0.016	no	ENSG00000146963	C7orf55-LUC7L2	C7orf55-LUC7L2 readthrough [Source:HGNC Symbol;Acc:44671]	protein_coding	7	139025105	139108198	-0.0045077105422076	C7orf55-LUC7L2	C7orf55-LUC7L2 readthrough [Source:HGNC Symbol;Acc:44671]	protein_coding	7	139025105	139108198	-2.33639561538462
ENSG00000159840	ZYX	zyxin [Source:HGNC Symbol;Acc:13200]	protein_coding	7	143078173	143088190	0.376816069472645	0.388800893027522	0.00626174071055948	0.0043	0.0043	0.388800893027522	0.388800893027522	0.00626174071055948	no	ENSG00000159840	ZYX	zyxin [Source:HGNC Symbol;Acc:13200]	protein_coding	7	143078173	143088190	0.00195182034735912	ZYX	zyxin [Source:HGNC Symbol;Acc:13200]	protein_coding	7	143078173	143088190	1.07358725
ENSG00000170265	ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:13076]	protein_coding	7	148892577	148923339	0.00477763124225835	0.00876667811409082	0.0433189611160527	NA	NA	NA	0.00876667811409082	NA	no	ENSG00000170265	ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:13076]	protein_coding	7	148892577	148923339	-0.0167199283943518	ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:13076]	protein_coding	7	148892577	148923339	-2.0717
ENSG00000273293	RP11-445N20.3		lincRNA	7	149578448	149578669	0.145620556191834	0.175330945846687	0.000498388273429292	0.00207	0.000498388273429292	0.175330945846687	0.175330945846687	0.00207	no	ENSG00000273293	RP11-445N20.3		lincRNA	7	149578448	149578669	-0.00161509273369752	RP11-445N20.3		lincRNA	7	149578448	149578669	-2.370954
ENSG00000078579	FGF20	fibroblast growth factor 20 [Source:HGNC Symbol;Acc:3677]	protein_coding	8	16849678	16859690	0.00476691876919142	0.00165066795108903	0.00707101542360109	0.153	0.00165066795108903	0.153	0.00476691876919142	0.153	no	ENSG00000078579	FGF20	fibroblast growth factor 20 [Source:HGNC Symbol;Acc:3677]	protein_coding	8	16849678	16859690	0.00812491341709866	FGF20	fibroblast growth factor 20 [Source:HGNC Symbol;Acc:3677]	protein_coding	8	16849678	16859690	2.39693377777778
ENSG00000180053	NKX2-6	NK2 homeobox 6 [Source:HGNC Symbol;Acc:32940]	protein_coding	8	23559964	23564111	0.00376150179505774	0.00158062686850498	0.397803376414738	NA	NA	NA	0.00376150179505774	NA	no	ENSG00000180053	NKX2-6	NK2 homeobox 6 [Source:HGNC Symbol;Acc:32940]	protein_coding	8	23559964	23564111	-0.0108883731527261	NKX2-6	NK2 homeobox 6 [Source:HGNC Symbol;Acc:32940]	protein_coding	8	23559964	23564111	0.89291
ENSG00000168615	ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:216]	protein_coding	8	38854388	38962663	0.453473501906987	0.161194471702922	0.00206470275736747	0.00371	0.00206470275736747	0.453473501906987	0.453473501906987	0.00371	no	ENSG00000168615	ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:216]	protein_coding	8	38854388	38962663	-0.00229061105156762	ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:216]	protein_coding	8	38854388	38962663	-0.704153
ENSG00000168333	C8orf22	chromosome 8 open reading frame 22 [Source:HGNC Symbol;Acc:31745]	protein_coding	8	49966870	49988649	0.0018993148523933	0.00348278600586957	0.00942383690964658	0.0219	0.0018993148523933	0.0219	0.00348278600586957	0.0219	no	ENSG00000168333	C8orf22	chromosome 8 open reading frame 22 [Source:HGNC Symbol;Acc:31745]	protein_coding	8	49966870	49988649	0.00929717696243912	C8orf22	chromosome 8 open reading frame 22 [Source:HGNC Symbol;Acc:31745]	protein_coding	8	49966870	49988649	2.10883644444444
ENSG00000254608	RP11-56A10.1		pseudogene	8	55561553	55782463	0.00114872717270802	0.00975586967868117	0.000842369046519718	0.000667	0.000667	0.00975586967868117	0.00975586967868117	0.000842369046519718	no	ENSG00000254608	RP11-56A10.1		pseudogene	8	55561553	55782463	-0.00707257341190902	RP11-56A10.1		pseudogene	8	55561553	55782463	-3.157315
ENSG00000254689	RP11-354A14.1		lincRNA	8	82797612	82835428	0.0406706639808556	0.0415354314554229	0.00480786906544434	0.00198	0.00198	0.0415354314554229	0.0415354314554229	0.00480786906544434	no	ENSG00000254689	RP11-354A14.1		lincRNA	8	82797612	82835428	0.00645362293043778	RP11-354A14.1		lincRNA	8	82797612	82835428	2.317207
ENSG00000147614	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2 [Source:HGNC Symbol;Acc:18266]	protein_coding	8	86999552	87166457	0.00544591148261289	0.00193167014360409	0.266224832028534	NA	NA	NA	0.00544591148261289	NA	no	ENSG00000147614	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2 [Source:HGNC Symbol;Acc:18266]	protein_coding	8	86999552	87166457	-0.000855109025234477	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2 [Source:HGNC Symbol;Acc:18266]	protein_coding	8	86999552	87166457	-1.226757
ENSG00000156170	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]	protein_coding	8	95907995	96128683	0.00117371186936581	0.00364520937978098	0.00369224546387304	0.103	0.00117371186936581	0.103	0.00364520937978098	0.103	no	ENSG00000156170	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]	protein_coding	8	95907995	96128683	0.00853801955178468	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]	protein_coding	8	95907995	96128683	2.33639936363636
ENSG00000175895	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]	protein_coding	8	96146032	96168912	0.00519017590949159	0.0058636446568184	0.026569236496694	0.0127	0.00519017590949159	0.026569236496694	0.0058636446568184	0.026569236496694	no	ENSG00000175895	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]	protein_coding	8	96146032	96168912	-0.00252997470436527	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]	protein_coding	8	96146032	96168912	-1.53777833333333
ENSG00000253227	RP11-383J24.1		lincRNA	8	125283924	125289825	0.000370285127968408	0.00167711958814304	0.036054524067413	0.0639	0.000370285127968408	0.0639	0.00167711958814304	0.0639	no	ENSG00000253227	RP11-383J24.1		lincRNA	8	125283924	125289825	-0.00102062562821956	RP11-383J24.1		lincRNA	8	125283924	125289825	-0.187145
ENSG00000107105	ELAVL2	ELAV like neuron-specific RNA binding protein 2 [Source:HGNC Symbol;Acc:3313]	protein_coding	9	23690102	23826335	0.0139669574684458	0.0278950988949823	0.00652552145366114	0.00686	0.00652552145366114	0.0278950988949823	0.0278950988949823	0.00686	no	ENSG00000107105	ELAVL2	ELAV like neuron-specific RNA binding protein 2 [Source:HGNC Symbol;Acc:3313]	protein_coding	9	23690102	23826335	0.00352007652193545	ELAVL2	ELAV like neuron-specific RNA binding protein 2 [Source:HGNC Symbol;Acc:3313]	protein_coding	9	23690102	23826335	2.123636
ENSG00000120159	CAAP1	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:25834]	protein_coding	9	26840683	26892802	0.0020987602415394	0.00481241881487077	0.0104968062028594	0.0183	0.0020987602415394	0.0183	0.00481241881487077	0.0183	no	ENSG00000120159	CAAP1	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:25834]	protein_coding	9	26840683	26892802	0.00238798440055236	CAAP1	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:25834]	protein_coding	9	26840683	26892802	2.24104245454545
ENSG00000096872	IFT74	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]	protein_coding	9	26956371	27062928	0.00264480117457703	0.00518781905136935	0.288153465830576	0.0187	0.00264480117457703	0.288153465830576	0.00518781905136935	0.288153465830576	no	ENSG00000096872	IFT74	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]	protein_coding	9	26956371	27062928	0.00130716437342494	IFT74	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]	protein_coding	9	26956371	27062928	0.839703615384615
ENSG00000231459	LINC00032	long intergenic non-protein coding RNA 32 [Source:HGNC Symbol;Acc:16506]	lincRNA	9	27245682	27282791	0.00211890171167034	0.00494939534020098	0.02291971058302	0.00151	0.00151	0.02291971058302	0.00494939534020098	0.02291971058302	no	ENSG00000231459	LINC00032	long intergenic non-protein coding RNA 32 [Source:HGNC Symbol;Acc:16506]	lincRNA	9	27245682	27282791	-0.00312265882526986	LINC00032	long intergenic non-protein coding RNA 32 [Source:HGNC Symbol;Acc:16506]	lincRNA	9	27245682	27282791	-0.120096
ENSG00000205143	ARID3C	AT rich interactive domain 3C (BRIGHT-like) [Source:HGNC Symbol;Acc:21209]	protein_coding	9	34621376	34628104	0.00142278985023324	0.00290555602241019	0.678276269648623	0.845	0.00142278985023324	0.845	0.00290555602241019	0.845	no	ENSG00000205143	ARID3C	AT rich interactive domain 3C (BRIGHT-like) [Source:HGNC Symbol;Acc:21209]	protein_coding	9	34621376	34628104	0.00395171291073574	ARID3C	AT rich interactive domain 3C (BRIGHT-like) [Source:HGNC Symbol;Acc:21209]	protein_coding	9	34621376	34628104	0.610508166666667
ENSG00000165282	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:23215]	protein_coding	9	35088685	35096591	0.00950326058791204	0.00682132593461968	0.0162249471000186	0.288	0.00682132593461968	0.288	0.00950326058791204	0.288	no	ENSG00000165282	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:23215]	protein_coding	9	35088685	35096591	0.0061969884480897	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:23215]	protein_coding	9	35088685	35096591	2.29200713043478
ENSG00000070601	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:29159]	protein_coding	9	37650997	37746901	0.00730425186314951	0.00871014390245621	0.0271537991968514	0.294	0.00730425186314951	0.294	0.00871014390245621	0.294	no	ENSG00000070601	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:29159]	protein_coding	9	37650997	37746901	0.00295710271263823	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:29159]	protein_coding	9	37650997	37746901	1.37541
ENSG00000186466	AQP7P1	aquaporin 7 pseudogene 1 [Source:HGNC Symbol;Acc:32048]	pseudogene	9	67272038	67289492	1.09807087415483e-05	4.70476217756318e-05	NA	NA	NA	NA	4.70476217756318e-05	NA	no	ENSG00000186466	AQP7P1	aquaporin 7 pseudogene 1 [Source:HGNC Symbol;Acc:32048]	pseudogene	9	67272038	67289492	-0.00142556087484504	NA	NA	NA	NA	NA	NA	NA
ENSG00000155282	RP11-195B21.3	Protein LOC644249  [Source:UniProtKB/TrEMBL;Acc:Q4V308]	protein_coding	9	67970399	67987998	1.9430760820373e-05	0.00211604519281596	NA	NA	NA	NA	0.00211604519281596	NA	no	ENSG00000155282	RP11-195B21.3	Protein LOC644249  [Source:UniProtKB/TrEMBL;Acc:Q4V308]	protein_coding	9	67970399	67987998	-0.00193852539528317	NA	NA	NA	NA	NA	NA	NA
ENSG00000148110	HIATL1	hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:23376]	protein_coding	9	97136833	97223324	0.0777897520785795	0.00908689335347421	0.00926882822388353	0.00559	0.00559	0.0777897520785795	0.0777897520785795	0.00926882822388353	no	ENSG00000148110	HIATL1	hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:23376]	protein_coding	9	97136833	97223324	0.00261907701805228	HIATL1	hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:23376]	protein_coding	9	97136833	97223324	1.07017247368421
ENSG00000271155	RP11-435O5.5		antisense	9	98268517	98269918	NA	NA	0.00274740394784679	0.00625	NA	NA	NA	0.00625	no	ENSG00000271155	NA	NA	NA	NA	NA	NA	NA	RP11-435O5.5		antisense	9	98268517	98269918	2.9822855
ENSG00000106927	AMBP	alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]	protein_coding	9	116822407	116840752	0.000626353288545263	0.0098683321707178	0.158221036192686	NA	NA	NA	0.0098683321707178	NA	no	ENSG00000106927	AMBP	alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]	protein_coding	9	116822407	116840752	-0.00259556385215829	AMBP	alpha-1-microglobulin/bikunin precursor [Source:HGNC Symbol;Acc:453]	protein_coding	9	116822407	116840752	1.5226
ENSG00000186130	ZBTB6	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:16764]	protein_coding	9	125670335	125675609	0.00361494253977291	0.00495938825385278	0.0206729791747425	0.0324	0.00361494253977291	0.0324	0.00495938825385278	0.0324	no	ENSG00000186130	ZBTB6	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:16764]	protein_coding	9	125670335	125675609	-0.000888509227126055	ZBTB6	zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:16764]	protein_coding	9	125670335	125675609	-1.07735
ENSG00000148346	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:6526]	protein_coding	9	130911350	130915734	0.0213181567303674	0.0266176078837314	0.000738728205911771	0.000657	0.000657	0.0266176078837314	0.0266176078837314	0.000738728205911771	no	ENSG00000148346	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:6526]	protein_coding	9	130911350	130915734	-0.00397915721941608	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:6526]	protein_coding	9	130911350	130915734	-2.89375
ENSG00000171159	C9orf16	chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:17823]	protein_coding	9	130922539	130926207	0.00162577513098324	0.00889122979930661	0.00405311603695507	0.00957	0.00162577513098324	0.00957	0.00889122979930661	0.00957	no	ENSG00000171159	C9orf16	chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:17823]	protein_coding	9	130922539	130926207	-0.000106718153160369	C9orf16	chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:17823]	protein_coding	9	130922539	130926207	0.336090333333333
ENSG00000165695	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	protein_coding	9	135600965	135754164	0.00410770545479599	0.00123274579677206	0.00418179431967016	0.196	0.00123274579677206	0.196	0.00410770545479599	0.196	no	ENSG00000165695	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	protein_coding	9	135600965	135754164	-0.0128524861725389	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	protein_coding	9	135600965	135754164	-2.57685646153846
ENSG00000165698	C9orf9	chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:1367]	protein_coding	9	135753414	135765588	5.65499405263315e-07	0.000395464109621941	0.00298067377499961	0.0105	5.65499405263315e-07	0.0105	0.000395464109621941	0.0105	no	ENSG00000165698	C9orf9	chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:1367]	protein_coding	9	135753414	135765588	0.00752423832075457	C9orf9	chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:1367]	protein_coding	9	135753414	135765588	1.7603675
ENSG00000165716	FAM69B	family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]	protein_coding	9	139607022	139618502	6.99792883005782e-05	0.000273539458976583	0.464485191435295	0.583	6.99792883005782e-05	0.583	0.000273539458976583	0.583	no	ENSG00000165716	FAM69B	family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]	protein_coding	9	139607022	139618502	-0.000906257580224961	FAM69B	family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]	protein_coding	9	139607022	139618502	0.5545025
ENSG00000187713	TMEM203	transmembrane protein 203 [Source:HGNC Symbol;Acc:28217]	protein_coding	9	140098534	140100090	0.00591417911345982	0.00149069390082022	NA	NA	NA	NA	0.00591417911345982	NA	no	ENSG00000187713	TMEM203	transmembrane protein 203 [Source:HGNC Symbol;Acc:28217]	protein_coding	9	140098534	140100090	0.00200387449883162	NA	NA	NA	NA	NA	NA	NA
ENSG00000165629	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]	protein_coding	10	7830092	7849778	0.00430516693262148	0.00179531244172298	0.0100906406134352	0.0305	0.00179531244172298	0.0305	0.00430516693262148	0.0305	no	ENSG00000165629	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]	protein_coding	10	7830092	7849778	-0.00529420063912424	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]	protein_coding	10	7830092	7849778	-1.62542076470588
ENSG00000107738	C10orf54	chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085]	protein_coding	10	73507316	73533255	0.00135779306546342	0.000256668043961653	0.240437712313263	0.314	0.000256668043961653	0.314	0.00135779306546342	0.314	no	ENSG00000107738	C10orf54	chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085]	protein_coding	10	73507316	73533255	0.00382175495478129	C10orf54	chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085]	protein_coding	10	73507316	73533255	1.21104018181818
ENSG00000225913	RP11-57C13.6		lincRNA	10	89367742	89419036	0.00995802935153605	0.00910155612960918	0.0359711760943443	0.0568	0.00910155612960918	0.0568	0.00995802935153605	0.0568	no	ENSG00000225913	RP11-57C13.6		lincRNA	10	89367742	89419036	-0.0070707205690101	RP11-57C13.6		lincRNA	10	89367742	89419036	-0.3312375
ENSG00000138175	ARL3	ADP-ribosylation factor-like 3 [Source:HGNC Symbol;Acc:694]	protein_coding	10	104433488	104474164	0.00519725544806527	0.00745330308242521	0.0818393683905137	0.521	0.00519725544806527	0.521	0.00745330308242521	0.521	no	ENSG00000138175	ARL3	ADP-ribosylation factor-like 3 [Source:HGNC Symbol;Acc:694]	protein_coding	10	104433488	104474164	0.00344960786578397	ARL3	ADP-ribosylation factor-like 3 [Source:HGNC Symbol;Acc:694]	protein_coding	10	104433488	104474164	1.372812
ENSG00000148700	ADD3	adducin 3 (gamma) [Source:HGNC Symbol;Acc:245]	protein_coding	10	111756126	111895323	0.00589622787628805	0.0209415631217729	0.00585796391802734	0.00283	0.00283	0.0209415631217729	0.0209415631217729	0.00585796391802734	no	ENSG00000148700	ADD3	adducin 3 (gamma) [Source:HGNC Symbol;Acc:245]	protein_coding	10	111756126	111895323	-0.00500932651883871	ADD3	adducin 3 (gamma) [Source:HGNC Symbol;Acc:245]	protein_coding	10	111756126	111895323	-2.27095317391304
ENSG00000203837	PNLIPRP3	pancreatic lipase-related protein 3 [Source:HGNC Symbol;Acc:23492]	protein_coding	10	118187379	118237469	0.997577979428735	0.797157089295374	0.00359293145928975	0.00536	0.00359293145928975	0.997577979428735	0.997577979428735	0.00536	no	ENSG00000203837	PNLIPRP3	pancreatic lipase-related protein 3 [Source:HGNC Symbol;Acc:23492]	protein_coding	10	118187379	118237469	-0.000177933225662864	PNLIPRP3	pancreatic lipase-related protein 3 [Source:HGNC Symbol;Acc:23492]	protein_coding	10	118187379	118237469	-0.127463333333333
ENSG00000148824	MTG1	mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]	protein_coding	10	135207598	135234169	0.0187674122335543	0.0903990849623452	0.00192097483195834	0.006	0.00192097483195834	0.0903990849623452	0.0903990849623452	0.006	no	ENSG00000148824	MTG1	mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]	protein_coding	10	135207598	135234169	-0.0134750344454291	MTG1	mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]	protein_coding	10	135207598	135234169	-2.96185147727273
ENSG00000188487	INSC	inscuteable homolog (Drosophila) [Source:HGNC Symbol;Acc:33116]	protein_coding	11	15133970	15268754	0.258942071859459	0.273160027085494	0.000769896081230131	7.71e-05	7.71e-05	0.273160027085494	0.273160027085494	0.000769896081230131	no	ENSG00000188487	INSC	inscuteable homolog (Drosophila) [Source:HGNC Symbol;Acc:33116]	protein_coding	11	15133970	15268754	0.0031847094869325	INSC	inscuteable homolog (Drosophila) [Source:HGNC Symbol;Acc:33116]	protein_coding	11	15133970	15268754	-0.931583
ENSG00000110435	PDHX	pyruvate dehydrogenase complex, component X [Source:HGNC Symbol;Acc:21350]	protein_coding	11	34937376	35042138	0.00325455122188601	0.00111428483110534	0.000510903734405194	2.8e-07	2.8e-07	0.00325455122188601	0.00325455122188601	0.000510903734405194	yes	ENSG00000110435	PDHX	pyruvate dehydrogenase complex, component X [Source:HGNC Symbol;Acc:21350]	protein_coding	11	34937376	35042138	-0.0108757195504549	PDHX	pyruvate dehydrogenase complex, component X [Source:HGNC Symbol;Acc:21350]	protein_coding	11	34937376	35042138	-2.00831193333333
ENSG00000186652	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]	protein_coding	11	57154267	57158130	0.00223366231126543	0.00216578472535685	0.00251105522590602	0.0325	0.00216578472535685	0.0325	0.00223366231126543	0.0325	no	ENSG00000186652	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]	protein_coding	11	57154267	57158130	-0.00683602818685681	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]	protein_coding	11	57154267	57158130	-2.27070470588235
ENSG00000149150	SLC43A1	solute carrier family 43 (amino acid system L transporter), member 1 [Source:HGNC Symbol;Acc:9225]	protein_coding	11	57252007	57283259	1.70447020747968e-08	0.00128864864592377	0.000462731886571087	0.0791	1.70447020747968e-08	0.0791	0.00128864864592377	0.0791	no	ENSG00000149150	SLC43A1	solute carrier family 43 (amino acid system L transporter), member 1 [Source:HGNC Symbol;Acc:9225]	protein_coding	11	57252007	57283259	0.00115472760556676	SLC43A1	solute carrier family 43 (amino acid system L transporter), member 1 [Source:HGNC Symbol;Acc:9225]	protein_coding	11	57252007	57283259	0.322603058823529
