ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanPredBeta
ENSG00000162616	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4 [Source:HGNC Symbol;Acc:14886]	protein_coding	1	78444859	78483648	-0.00173170905827948
ENSG00000162618	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1 [Source:HGNC Symbol;Acc:20822]	protein_coding	1	79355449	79472403	0.00105817264694133
ENSG00000162620	LRRIQ3	leucine-rich repeats and IQ motif containing 3 [Source:HGNC Symbol;Acc:28318]	protein_coding	1	74491699	74663871	-0.00859130752541777
ENSG00000162621	LRRC53	leucine rich repeat containing 53 [Source:HGNC Symbol;Acc:25255]	protein_coding	1	74935562	74978298	-0.00349583473388583
ENSG00000162623	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24757]	protein_coding	1	75199093	75232362	0.00250481741824977
ENSG00000162624	LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:28838]	protein_coding	1	75594119	75627218	0.00235035897039936
ENSG00000162627	SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:14971]	protein_coding	1	99127236	99226056	0.00171238314478391
ENSG00000162630	B3GALT2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:HGNC Symbol;Acc:917]	protein_coding	1	193148175	193155784	9.93299239440014e-05
ENSG00000162631	NTNG1	netrin G1 [Source:HGNC Symbol;Acc:23319]	protein_coding	1	107682629	108026080	0.00199697279457884
ENSG00000162636	FAM102B	family with sequence similarity 102, member B [Source:HGNC Symbol;Acc:27637]	protein_coding	1	109102711	109187522	0.000217775659710721
ENSG00000162639	HENMT1	HEN1 methyltransferase homolog 1 (Arabidopsis) [Source:HGNC Symbol;Acc:26400]	protein_coding	1	109190912	109204148	-0.00302372671211122
ENSG00000162641	AKNAD1	AKNA domain containing 1 [Source:HGNC Symbol;Acc:28398]	protein_coding	1	109358520	109400779	0.00124049189407257
ENSG00000162642	C1orf52	chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:24871]	protein_coding	1	85715639	85725355	-0.000411778646350936
ENSG00000162643	WDR63	WD repeat domain 63 [Source:HGNC Symbol;Acc:30711]	protein_coding	1	85464830	85598821	0.000614719349530717
ENSG00000162650	ATXN7L2	ataxin 7-like 2 [Source:HGNC Symbol;Acc:28713]	protein_coding	1	110026101	110035356	-0.00146620134732064
ENSG00000162654	GBP4	guanylate binding protein 4 [Source:HGNC Symbol;Acc:20480]	protein_coding	1	89646831	89664615	-0.00205205452703525
ENSG00000162664	ZNF326	zinc finger protein 326 [Source:HGNC Symbol;Acc:14104]	protein_coding	1	90460671	90501090	-0.00116508277923508
ENSG00000162669	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20193]	protein_coding	1	91726323	91870426	-0.00321867288462765
ENSG00000162670	BRINP3	bone morphogenetic protein/retinoic acid inducible neural-specific 3 [Source:HGNC Symbol;Acc:22393]	protein_coding	1	190066792	190446759	7.98510775964556e-05
ENSG00000162676	GFI1	growth factor independent 1 transcription repressor [Source:HGNC Symbol;Acc:4237]	protein_coding	1	92940319	92952433	-0.000459277585981545
ENSG00000162685	LSP1P3	lymphocyte-specific protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:39718]	pseudogene	5	28925707	28927696	-0.000142291760612174
ENSG00000162687	KCNT2	potassium channel, subfamily T, member 2 [Source:HGNC Symbol;Acc:18866]	protein_coding	1	196194909	196578355	0.00817340667089744
ENSG00000162688	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:321]	protein_coding	1	100315640	100389579	0.000224574733871932
ENSG00000162692	VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:12663]	protein_coding	1	101185298	101204601	-0.000909889724646291
ENSG00000162694	EXTL2	exostosin-like glycosyltransferase 2 [Source:HGNC Symbol;Acc:3516]	protein_coding	1	101337943	101361554	-0.00120282574285526
ENSG00000162695	SLC30A7	solute carrier family 30 (zinc transporter), member 7 [Source:HGNC Symbol;Acc:19306]	protein_coding	1	101361632	101447309	0.000701411081449415
ENSG00000162702	ZNF281	zinc finger protein 281 [Source:HGNC Symbol;Acc:13075]	protein_coding	1	200374068	200379184	-0.00177412816398536
ENSG00000162704	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa [Source:HGNC Symbol;Acc:708]	protein_coding	1	183592401	183604892	-0.00243821443936284
ENSG00000162706	CADM3	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:17601]	protein_coding	1	159141399	159173096	0.000505049672480989
ENSG00000162711	NLRP3	NLR family, pyrin domain containing 3 [Source:HGNC Symbol;Acc:16400]	protein_coding	1	247579458	247612410	-0.00163794473307581
ENSG00000162714	ZNF496	zinc finger protein 496 [Source:HGNC Symbol;Acc:23713]	protein_coding	1	247460714	247495148	0.00522874328153812
ENSG00000162722	TRIM58	tripartite motif containing 58 [Source:HGNC Symbol;Acc:24150]	protein_coding	1	248020501	248041507	-0.00115098777169921
ENSG00000162723	SLAMF9	SLAM family member 9 [Source:HGNC Symbol;Acc:18430]	protein_coding	1	159921282	159924044	-0.00438978445091967
ENSG00000162727	OR2M5	olfactory receptor, family 2, subfamily M, member 5 [Source:HGNC Symbol;Acc:19576]	protein_coding	1	248308450	248309388	0.00226258254346054
ENSG00000162728	KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9 [Source:HGNC Symbol;Acc:6270]	protein_coding	1	160051360	160060353	-0.00698043693780194
ENSG00000162729	IGSF8	immunoglobulin superfamily, member 8 [Source:HGNC Symbol;Acc:17813]	protein_coding	1	160061130	160068733	0.0012844230789355
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:2731]	protein_coding	1	162601163	162757190	0.000677107688254175
ENSG00000162734	PEA15	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]	protein_coding	1	160175127	160185166	-0.000377327628774407
ENSG00000162735	PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:9713]	protein_coding	1	160246602	160256138	0.0026093937705756
ENSG00000162736	NCSTN	nicastrin [Source:HGNC Symbol;Acc:17091]	protein_coding	1	160313191	160328742	-0.00287799527497755
ENSG00000162738	VANGL2	VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:15511]	protein_coding	1	160370376	160398468	-0.00136402106560481
ENSG00000162739	SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:21392]	protein_coding	1	160454820	160493052	-0.00291412492565517
ENSG00000162745	OLFML2B	olfactomedin-like 2B [Source:HGNC Symbol;Acc:24558]	protein_coding	1	161952982	161993644	-0.00111441041930218
ENSG00000162746	FCRLB	Fc receptor-like B [Source:HGNC Symbol;Acc:26431]	protein_coding	1	161691353	161697933	-0.000830218049636424
ENSG00000162747	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b) [Source:HGNC Symbol;Acc:3620]	protein_coding	1	161592986	161601753	0.000918726099884181
ENSG00000162753	SLC9C2	solute carrier family 9, member C2 (putative) [Source:HGNC Symbol;Acc:28664]	protein_coding	1	173469603	173571910	0.0026542443772776
ENSG00000162755	KLHDC9	kelch domain containing 9 [Source:HGNC Symbol;Acc:28489]	protein_coding	1	161068151	161070136	0.000824187234089352
ENSG00000162757	C1orf74	chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:26319]	protein_coding	1	209955669	209957904	-0.00415710725715706
ENSG00000162761	LMX1A	LIM homeobox transcription factor 1, alpha [Source:HGNC Symbol;Acc:6653]	protein_coding	1	165171104	165325952	-0.00518273739843904
ENSG00000162763	LRRC52	leucine rich repeat containing 52 [Source:HGNC Symbol;Acc:32156]	protein_coding	1	165513244	165533198	0.00122112031117229
ENSG00000162769	FLVCR1	feline leukemia virus subgroup C cellular receptor 1 [Source:HGNC Symbol;Acc:24682]	protein_coding	1	213031597	213072705	-0.00124936187660441
ENSG00000162771	FAM71A	family with sequence similarity 71, member A [Source:HGNC Symbol;Acc:26541]	protein_coding	1	212798313	212800120	-9.95974025917606e-05
ENSG00000162772	ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:785]	protein_coding	1	212738676	212794119	0.00127811362371342
ENSG00000162775	RBM15	RNA binding motif protein 15 [Source:HGNC Symbol;Acc:14959]	protein_coding	1	110881128	110889299	0.00154255784142883
ENSG00000162777	DENND2D	DENN/MADD domain containing 2D [Source:HGNC Symbol;Acc:26192]	protein_coding	1	111729796	111747157	-0.000108814072984518
ENSG00000162779	AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:26564]	protein_coding	1	179334855	179523870	-0.0054875982022133
ENSG00000162782	TDRD5	tudor domain containing 5 [Source:HGNC Symbol;Acc:20614]	protein_coding	1	179560748	179660407	-0.0126685314444103
ENSG00000162783	IER5	immediate early response 5 [Source:HGNC Symbol;Acc:5393]	protein_coding	1	181057638	181059977	-0.000590114677302223
ENSG00000162804	SNED1	sushi, nidogen and EGF-like domains 1 [Source:HGNC Symbol;Acc:24696]	protein_coding	2	241938255	242034011	-0.000550151134088598
ENSG00000162813	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:1096]	protein_coding	1	220230824	220263804	0.00198963675872848
ENSG00000162814	SPATA17	spermatogenesis associated 17 [Source:HGNC Symbol;Acc:25184]	protein_coding	1	217804666	218045038	-0.00062938205901531
ENSG00000162817	C1orf115	chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:25873]	protein_coding	1	220863187	220872499	0.000128479483199831
ENSG00000162819	BROX	BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:26512]	protein_coding	1	222886080	222908538	-1.83143626758066e-05
ENSG00000162836	ACP6	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:29609]	protein_coding	1	147101453	147142618	0.0150976626887534
ENSG00000162843	WDR64	WD repeat domain 64 [Source:HGNC Symbol;Acc:26570]	protein_coding	1	241815580	241965435	-6.73139379440384e-05
ENSG00000162849	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:25484]	protein_coding	1	245318287	245872733	0.00119400247289356
ENSG00000162851	TFB2M	transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:18559]	protein_coding	1	246703862	246729626	0.00246500156225212
ENSG00000162852	CNST	consortin, connexin sorting protein [Source:HGNC Symbol;Acc:26486]	protein_coding	1	246729746	246831886	0.00306828168292225
ENSG00000162869	PPP1R21	protein phosphatase 1, regulatory subunit 21 [Source:HGNC Symbol;Acc:30595]	protein_coding	2	48667737	48742525	-0.00264297568535067
ENSG00000162873	KLHDC8A	kelch domain containing 8A [Source:HGNC Symbol;Acc:25573]	protein_coding	1	205305220	205326218	-0.000941323985567485
ENSG00000162877	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:26518]	protein_coding	1	205797150	205819260	0.00409002750107785
ENSG00000162878	PKDCC	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:25123]	protein_coding	2	42275160	42285668	0.00172855893984634
ENSG00000162881	OXER1	oxoeicosanoid (OXE) receptor 1 [Source:HGNC Symbol;Acc:24884]	protein_coding	2	42989642	42991401	-0.00236980508777351
ENSG00000162882	HAAO	3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:4796]	protein_coding	2	42994229	43019732	-0.000731614837060483
ENSG00000162885	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:28596]	protein_coding	1	235613238	235667781	-0.00663912237330946
ENSG00000162888	C1orf147	chromosome 1 open reading frame 147 [Source:HGNC Symbol;Acc:32061]	protein_coding	1	206664449	206671061	-0.00177300204012226
ENSG00000162889	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:6887]	protein_coding	1	206858289	206907628	-0.00125632031595834
ENSG00000162891	IL20	interleukin 20 [Source:HGNC Symbol;Acc:6002]	protein_coding	1	207038699	207042568	0.000964998856938224
ENSG00000162892	IL24	interleukin 24 [Source:HGNC Symbol;Acc:11346]	protein_coding	1	207070788	207077484	-0.0075898057287979
ENSG00000162894	FAIM3	Fas apoptotic inhibitory molecule 3 [Source:HGNC Symbol;Acc:14315]	protein_coding	1	207077731	207096592	-3.22574935911465e-05
ENSG00000162896	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:8968]	protein_coding	1	207101863	207119811	-0.00331197351641544
ENSG00000162897	FCAMR	Fc receptor, IgA, IgM, high affinity [Source:HGNC Symbol;Acc:24692]	protein_coding	1	207131310	207143970	0.00158045799826102
ENSG00000162909	CAPN2	calpain 2, (m/II) large subunit [Source:HGNC Symbol;Acc:1479]	protein_coding	1	223889295	223963720	-0.00227465427807413
ENSG00000162910	MRPL55	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:16686]	protein_coding	1	228294380	228297013	0.00091674707812613
ENSG00000162913	C1orf145	chromosome 1 open reading frame 145 [Source:HGNC Symbol;Acc:32047]	protein_coding	1	228391207	228401141	0.000624395770291215
ENSG00000162923	WDR26	WD repeat domain 26 [Source:HGNC Symbol;Acc:21208]	protein_coding	1	224572845	224624735	0.0006242543849993
ENSG00000162924	REL	v-rel avian reticuloendotheliosis viral oncogene homolog [Source:HGNC Symbol;Acc:9954]	protein_coding	2	61108656	61153043	5.03884450542143e-05
ENSG00000162927	PUS10	pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:26505]	protein_coding	2	61169104	61245296	0.00722187544920273
ENSG00000162928	PEX13	peroxisomal biogenesis factor 13 [Source:HGNC Symbol;Acc:8855]	protein_coding	2	61244360	61279125	-0.00215491058685554
ENSG00000162929	KIAA1841	KIAA1841 [Source:HGNC Symbol;Acc:29387]	protein_coding	2	61293006	61390108	-0.00280712024323053
ENSG00000162931	TRIM17	tripartite motif containing 17 [Source:HGNC Symbol;Acc:13430]	protein_coding	1	228595641	228604562	-0.000614926943933592
ENSG00000162944	RFTN2	raftlin family member 2 [Source:HGNC Symbol;Acc:26402]	protein_coding	2	198432948	198540769	0.000286344119987683
ENSG00000162946	DISC1	disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:2888]	protein_coding	1	231762561	232177018	-0.000746070890529932
ENSG00000162947	AC007364.1		lincRNA	2	150624020	150715705	0.000176459879354965
ENSG00000162949	CAPN13	calpain 13 [Source:HGNC Symbol;Acc:16663]	protein_coding	2	30945637	31043408	0.00403382118912166
ENSG00000162951	LRRTM1	leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:19408]	protein_coding	2	80515483	80531874	-0.00120887749038228
ENSG00000162959	MEMO1	mediator of cell motility 1 [Source:HGNC Symbol;Acc:14014]	protein_coding	2	32090129	32236299	-0.00175735266659726
ENSG00000162961	DPY30	dpy-30 homolog (C. elegans) [Source:HGNC Symbol;Acc:24590]	protein_coding	2	32236955	32264881	0.000523267855009265
ENSG00000162971	TYW5	tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:26754]	protein_coding	2	200794698	200813195	0.00178174866033588
ENSG00000162972	C2orf47	chromosome 2 open reading frame 47 [Source:HGNC Symbol;Acc:26198]	protein_coding	2	200820040	200873263	-0.000166045733547206
ENSG00000162975	KCNF1	potassium voltage-gated channel, subfamily F, member 1 [Source:HGNC Symbol;Acc:6246]	protein_coding	2	11052063	11054350	-0.00288438847217554
ENSG00000162976	PQLC3	PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:28503]	protein_coding	2	11295324	11319000	0.00354546035637907
ENSG00000162980	ARL5A	ADP-ribosylation factor-like 5A [Source:HGNC Symbol;Acc:696]	protein_coding	2	152645498	152685006	0.000519285009614405
ENSG00000162981	FAM84A	family with sequence similarity 84, member A [Source:HGNC Symbol;Acc:20743]	protein_coding	2	14772810	14786589	-0.00143045671252642
ENSG00000162989	KCNJ3	potassium inwardly-rectifying channel, subfamily J, member 3 [Source:HGNC Symbol;Acc:6264]	protein_coding	2	155554811	155714863	0.000720164033949443
ENSG00000162992	NEUROD1	neuronal differentiation 1 [Source:HGNC Symbol;Acc:7762]	protein_coding	2	182537815	182545603	-0.00392333214609772
ENSG00000162994	CLHC1	clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:26453]	protein_coding	2	55401927	55459490	-0.00226855964998497
ENSG00000162997	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene [Source:HGNC Symbol;Acc:34379]	pseudogene	2	55509455	55511658	0.00116671649223999
ENSG00000162998	FRZB	frizzled-related protein [Source:HGNC Symbol;Acc:3959]	protein_coding	2	183698002	183731890	-0.00608066795588559
ENSG00000162999	DUSP19	dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:18894]	protein_coding	2	183943287	183964733	0.00233788014944992
ENSG00000163001	CCDC104	coiled-coil domain containing 104 [Source:HGNC Symbol;Acc:30540]	protein_coding	2	55746740	55773015	0.00141681623391692
ENSG00000163002	NUP35	nucleoporin 35kDa [Source:HGNC Symbol;Acc:29797]	protein_coding	2	183982241	184026408	0.000104134099021661
ENSG00000163006	CCDC138	coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:26531]	protein_coding	2	109403213	109501933	-0.00177366470489002
ENSG00000163009	C2orf48	chromosome 2 open reading frame 48 [Source:HGNC Symbol;Acc:26322]	protein_coding	2	10281509	10351851	-0.000276435941429839
ENSG00000163012	ZSWIM2	zinc finger, SWIM-type containing 2 [Source:HGNC Symbol;Acc:30990]	protein_coding	2	187692562	187713935	0.00193524753095207
ENSG00000163013	FBXO41	F-box protein 41 [Source:HGNC Symbol;Acc:29409]	protein_coding	2	73481810	73511559	0.00222562010706109
ENSG00000163016	ALMS1P	Alstrom syndrome 1 pseudogene [Source:HGNC Symbol;Acc:29586]	pseudogene	2	73872046	73912703	-0.000375113733283708
ENSG00000163017	ACTG2	actin, gamma 2, smooth muscle, enteric [Source:HGNC Symbol;Acc:145]	protein_coding	2	74119441	74146992	0.000623740448024788
ENSG00000163026	C2orf44	chromosome 2 open reading frame 44 [Source:HGNC Symbol;Acc:26157]	protein_coding	2	24252210	24272445	-0.00182613011610864
ENSG00000163029	SMC6	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:20466]	protein_coding	2	17845079	17981509	-0.000947259944199851
ENSG00000163032	VSNL1	visinin-like 1 [Source:HGNC Symbol;Acc:12722]	protein_coding	2	17720393	17838285	0.000463854482062073
ENSG00000163040	CCDC74A	coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:25197]	protein_coding	2	132285406	132291239	-0.00200254744612791
ENSG00000163041	H3F3A	H3 histone, family 3A [Source:HGNC Symbol;Acc:4764]	protein_coding	1	226249578	226259702	0.00132498791389515
ENSG00000163046	ANKRD30BL	ankyrin repeat domain 30B-like [Source:HGNC Symbol;Acc:35167]	protein_coding	2	132905164	133015542	0.00109273774301633
ENSG00000163050	ADCK3	aarF domain containing kinase 3 [Source:HGNC Symbol;Acc:16812]	protein_coding	1	227085237	227175246	0.00108330474316325
ENSG00000163053	SLC16A14	solute carrier family 16, member 14 [Source:HGNC Symbol;Acc:26417]	protein_coding	2	230899698	230933715	0.00242530097894875
ENSG00000163060	TEKT4	tektin 4 [Source:HGNC Symbol;Acc:31012]	protein_coding	2	95539051	95542574	0.000151344759121246
ENSG00000163064	EN1	engrailed homeobox 1 [Source:HGNC Symbol;Acc:3342]	protein_coding	2	119599747	119605254	-0.00179020953884068
ENSG00000163067	ZNF2	zinc finger protein 2 [Source:HGNC Symbol;Acc:12991]	protein_coding	2	95831177	95850065	-0.000640043102411221
ENSG00000163069	SGCB	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10806]	protein_coding	4	52886872	52904648	-7.3596908622096e-05
ENSG00000163071	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:29579]	protein_coding	4	52917497	52963458	-0.00329837853420584
ENSG00000163072	NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:20203]	protein_coding	2	169643049	169722024	-8.30640979954347e-05
ENSG00000163075	PCDP1	Primary ciliary dyskinesia protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q4G0U5]	protein_coding	2	120302008	120419827	-0.00358538389825351
ENSG00000163082	SGPP2	sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:19953]	protein_coding	2	223289236	223425667	0.000147355880575785
ENSG00000163083	INHBB	inhibin, beta B [Source:HGNC Symbol;Acc:6067]	protein_coding	2	121103719	121109384	-8.91079535283586e-05
ENSG00000163092	XIRP2	xin actin-binding repeat containing 2 [Source:HGNC Symbol;Acc:14303]	protein_coding	2	167744997	168116263	-0.000520549982355155
ENSG00000163093	BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:970]	protein_coding	2	170335688	170363165	0.000459609228925703
ENSG00000163098	BIRC8	baculoviral IAP repeat containing 8 [Source:HGNC Symbol;Acc:14878]	protein_coding	19	53792856	53794875	-0.00104286868888461
ENSG00000163104	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:18398]	protein_coding	4	95128762	95212443	0.0019588797089466
ENSG00000163106	HPGDS	hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:17890]	protein_coding	4	95219686	95264027	-0.000984559810491349
ENSG00000163110	PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:17468]	protein_coding	4	95373037	95589377	0.00228391175371989
ENSG00000163113	OTUD7B	OTU domain containing 7B [Source:HGNC Symbol;Acc:16683]	protein_coding	1	149909705	149982625	-0.000870877957822888
ENSG00000163114	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2 [Source:HGNC Symbol;Acc:8807]	protein_coding	4	96761239	96762625	0.00467231355835547
ENSG00000163116	STPG2	sperm-tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:28712]	protein_coding	4	98105244	99064391	0.00145114318642991
ENSG00000163121	NEURL3	neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:25162]	pseudogene	2	97163383	97173846	0.000548145448416483
ENSG00000163125	RPRD2	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:29039]	protein_coding	1	150335567	150449042	-0.00303880110314764
ENSG00000163126	ANKRD23	ankyrin repeat domain 23 [Source:HGNC Symbol;Acc:24470]	protein_coding	2	97490263	97509771	-0.00182873782856461
ENSG00000163131	CTSS	cathepsin S [Source:HGNC Symbol;Acc:2545]	protein_coding	1	150702672	150738433	0.00679847350426963
ENSG00000163132	MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:7391]	protein_coding	4	4861393	4865663	-0.000786088880958228
ENSG00000163138	PACRGL	PARK2 co-regulated-like [Source:HGNC Symbol;Acc:28442]	protein_coding	4	20697905	20754530	0.00261813245845485
ENSG00000163141	BNIPL	BCL2/adenovirus E1B 19kD interacting protein like [Source:HGNC Symbol;Acc:16976]	protein_coding	1	151009046	151020076	-0.00145075444340333
ENSG00000163145	C1QTNF7	C1q and tumor necrosis factor related protein 7 [Source:HGNC Symbol;Acc:14342]	protein_coding	4	15341442	15447790	0.00113975125290983
ENSG00000163154	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2 [Source:HGNC Symbol;Acc:26277]	protein_coding	1	151129105	151132223	0.00143786050756694
ENSG00000163155	LYSMD1	LysM, putative peptidoglycan-binding, domain containing 1 [Source:HGNC Symbol;Acc:32070]	protein_coding	1	151132226	151138424	-0.00152386700430734
ENSG00000163156	SCNM1	sodium channel modifier 1 [Source:HGNC Symbol;Acc:23136]	protein_coding	1	151138498	151142773	-0.00133997083718045
ENSG00000163157	TMOD4	tropomodulin 4 (muscle) [Source:HGNC Symbol;Acc:11874]	protein_coding	1	151142995	151148760	-0.000593276149282434
ENSG00000163159	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11644]	protein_coding	1	151148780	151167797	1.663181191364e-05
ENSG00000163161	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 [Source:HGNC Symbol;Acc:3435]	protein_coding	2	128014866	128051752	0.00826370498979403
ENSG00000163162	RNF149	ring finger protein 149 [Source:HGNC Symbol;Acc:23137]	protein_coding	2	101887681	101925163	-0.00163676315890359
ENSG00000163166	IWS1	IWS1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25467]	protein_coding	2	128193783	128284462	0.000851462582591765
ENSG00000163170	BOLA3	bolA family member 3 [Source:HGNC Symbol;Acc:24415]	protein_coding	2	74362525	74375121	-0.00360965988613012
ENSG00000163171	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3 [Source:HGNC Symbol;Acc:16943]	protein_coding	2	37869032	37965611	-0.00189042858643217
ENSG00000163191	S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:10488]	protein_coding	1	152004982	152020383	0.00132260644285654
ENSG00000163202	LCE3D	late cornified envelope 3D [Source:HGNC Symbol;Acc:16615]	protein_coding	1	152551857	152552980	0.00254232355340234
ENSG00000163206	SMCP	sperm mitochondria-associated cysteine-rich protein [Source:HGNC Symbol;Acc:6962]	protein_coding	1	152850793	152857523	-0.00702737278172621
ENSG00000163207	IVL	involucrin [Source:HGNC Symbol;Acc:6187]	protein_coding	1	152881021	152884362	0.000592467423114069
ENSG00000163209	SPRR3	small proline-rich protein 3 [Source:HGNC Symbol;Acc:11268]	protein_coding	1	152974223	152976332	0.000764892546460188
ENSG00000163214	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:HGNC Symbol;Acc:20086]	protein_coding	2	39024871	39103075	0.00213010963019674
ENSG00000163216	SPRR2D	small proline-rich protein 2D [Source:HGNC Symbol;Acc:11264]	protein_coding	1	153012201	153014407	-0.000251953221913528
ENSG00000163218	PGLYRP4	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:30015]	protein_coding	1	153302596	153321316	-0.000360312889612022
ENSG00000163219	ARHGAP25	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:28951]	protein_coding	2	68906733	69053965	-0.000934602611496884
ENSG00000163220	S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:10499]	protein_coding	1	153330330	153333503	-0.00132745706186668
ENSG00000163221	S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:10489]	protein_coding	1	153346184	153348125	-0.00233808134612235
ENSG00000163235	TGFA	transforming growth factor, alpha [Source:HGNC Symbol;Acc:11765]	protein_coding	2	70674412	70781325	-8.10109194024628e-05
ENSG00000163239	TDRD10	tudor domain containing 10 [Source:HGNC Symbol;Acc:25316]	protein_coding	1	154474695	154520623	0.0040159368555698
ENSG00000163249	CCNYL1	cyclin Y-like 1 [Source:HGNC Symbol;Acc:26868]	protein_coding	2	208576264	208626563	-0.00021944923946258
ENSG00000163251	FZD5	frizzled family receptor 5 [Source:HGNC Symbol;Acc:4043]	protein_coding	2	208627310	208634287	-0.00144312851266651
ENSG00000163254	CRYGC	crystallin, gamma C [Source:HGNC Symbol;Acc:2410]	protein_coding	2	208992861	208994554	0.00212904479631983
ENSG00000163257	DCAF16	DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:25987]	protein_coding	4	17802278	17812381	0.00244913088264167
ENSG00000163273	NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:7941]	protein_coding	2	232786530	232791113	-0.000382467590639297
