ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000172006	ZNF554	zinc finger protein 554	protein_coding	19	2819872	2835771	26	0.997414328066489	0.957462581829026	0.997414328066489	0.00112439734131949
ENSG00000172007	RAB33B	RAB33B, member RAS oncogene family	protein_coding	4	140375189	140397763	8	0.342815673407509	0.211605543206019	0.342815673407509	0.464939330509669
ENSG00000172009	THOP1	thimet oligopeptidase 1	protein_coding	19	2785458	2813599	13	0.899065854328599	0.841754406517688	0.899065854328599	0.0462084961154377
ENSG00000172016	REG3A	regenerating islet-derived 3 alpha	protein_coding	2	79384132	79386879	2	0.239425044984096	0.138904390914687	0.239425044984096	0.620830422311041
ENSG00000172020	GAP43	growth associated protein 43	protein_coding	3	115342171	115440337	4	0.803922396958405	0.981695525261368	0.981695525261368	0.00802318859054919
ENSG00000172023	REG1B	regenerating islet-derived 1 beta	protein_coding	2	79312156	79315119	2	0.410815974471155	0.431625148177045	0.431625148177045	0.364893259549036
ENSG00000172031	EPHX4	epoxide hydrolase 4	protein_coding	1	92495539	92529093	5	0.664486986239049	0.682215125412659	0.682215125412659	0.166078656065481
ENSG00000172037	LAMB2	laminin, beta 2 (laminin S)	protein_coding	3	49158547	49170551	3	0.755674338881669	0.958087417606656	0.958087417606656	0.0185948633096155
ENSG00000172046	USP19	ubiquitin specific peptidase 19	protein_coding	3	49145479	49158371	4	0.262609233949809	0.29599990208305	0.29599990208305	0.52870843260592
ENSG00000172053	QARS	glutaminyl-tRNA synthetase	protein_coding	3	49133365	49142553	4	0.529479129137595	0.712674102414502	0.712674102414502	0.147109022573647
ENSG00000172057	ORMDL3	ORM1-like 3 (S. cerevisiae)	protein_coding	17	38077294	38083854	18	0.00837703537780122	0.00866149726661585	0.00866149726661585	2.06240702733335
ENSG00000172058	SERF1A	small EDRK-rich factor 1A (telomeric)	protein_coding	5	70196492	70214357	42	0.957548454343771	0.867502106806767	0.957548454343771	0.0188392404176275
ENSG00000172059	KLF11	Kruppel-like factor 11	protein_coding	2	10182976	10194547	7	0.187940501700105	0.130541949382815	0.187940501700105	0.725979618146327
ENSG00000172061	LRRC15	leucine rich repeat containing 15	protein_coding	3	194075976	194090472	20	0.971275769465167	0.846338794940547	0.971275769465167	0.0126574455263623
ENSG00000172062	SMN1	survival of motor neuron 1, telomeric	protein_coding	5	70220768	70249769	6	0.82404859154895	0.948607302394992	0.948607302394992	0.0229135364650424
ENSG00000172071	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	protein_coding	2	88856259	88927056	9	0.704007480941856	0.528776429613356	0.704007480941856	0.152422725922511
ENSG00000172081	MOB3A	MOB kinase activator 3A	protein_coding	19	2071037	2096331	4	0.543816796607129	0.621202537582824	0.621202537582824	0.20676677886755
ENSG00000172086	KRCC1	lysine-rich coiled-coil 1	protein_coding	2	88326724	88355248	6	0.791660729662445	0.769975510286319	0.791660729662445	0.101460897707629
ENSG00000172113	NME6	NME/NM23 nucleoside diphosphate kinase 6	protein_coding	3	48334754	48343175	39	0.990978713965345	0.632093998794027	0.990978713965345	0.00393567397756586
ENSG00000172115	CYCS	cytochrome c, somatic	protein_coding	7	25159710	25164980	3	0.768055331221764	0.978767305798752	0.978767305798752	0.00932054601041584
ENSG00000172116	CD8B	CD8b molecule	protein_coding	2	87042462	87089047	7	0.834678041427825	0.76988282508255	0.834678041427825	0.0784810116960346
ENSG00000172123	SLFN12	schlafen family member 12	protein_coding	17	33738079	33760302	26	0.581446074563439	0.356868112815448	0.581446074563439	0.235490557127287
ENSG00000172137	CALB2	calbindin 2	protein_coding	16	71392616	71424341	3	0.0310456952315805	0.0115208341203422	0.0310456952315805	1.50799861019847
ENSG00000172139	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	protein_coding	3	111859734	112013105	5	0.388820445248418	0.263770285659084	0.388820445248418	0.410250906747005
ENSG00000172155	LCE1D	late cornified envelope 1D	protein_coding	1	152769227	152770657	3	0.561056464576898	0.507421262136024	0.561056464576898	0.250993429260466
ENSG00000172156	CCL11	chemokine (C-C motif) ligand 11	protein_coding	17	32612687	32615353	2	0.561305210928105	0.608818304681341	0.608818304681341	0.215512298578824
ENSG00000172159	FRMD3	FERM domain containing 3	protein_coding	9	85857905	86153461	16	0.31327151686887	0.510559333461024	0.510559333461024	0.291953780124844
ENSG00000172164	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	protein_coding	8	121547985	121824383	10	0.814190119590553	0.783358202942943	0.814190119590553	0.089274172201446
ENSG00000172167	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	protein_coding	8	121457662	121554373	22	0.992063396892973	0.94191781295411	0.992063396892973	0.00346057377219602
ENSG00000172171	TEFM	transcription elongation factor, mitochondrial	protein_coding	17	29224354	29233838	30	0.872963568245429	0.558786135114832	0.872963568245429	0.0590038805099252
ENSG00000172172	MRPL13	mitochondrial ribosomal protein L13	protein_coding	8	121393000	121457642	3	0.518621666447892	0.562117182142281	0.562117182142281	0.250173139497078
ENSG00000172175	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	protein_coding	18	56338618	56417371	16	0.549212633876363	0.325356981346445	0.549212633876363	0.260259480977015
ENSG00000172179	PRL	prolactin	protein_coding	6	22287480	22297730	2	0.663074011467699	0.82936222107055	0.82936222107055	0.0812557514102392
ENSG00000172183	ISG20	interferon stimulated exonuclease gene 20kDa	protein_coding	15	89179384	89199714	9	0.480599416050538	0.284370423403671	0.480599416050538	0.318216761218725
ENSG00000172197	MBOAT1	membrane bound O-acyltransferase domain containing 1	protein_coding	6	20100935	20212670	18	0.630153474638827	0.434967771393757	0.630153474638827	0.200553664718857
ENSG00000172201	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	protein_coding	6	19837617	19840915	6	0.111620607913676	0.127202944104657	0.127202944104657	0.895502836851049
ENSG00000172215	CXCR6	chemokine (C-X-C motif) receptor 6	protein_coding	3	45982425	45989845	9	0.846739971030813	0.861510994478755	0.861510994478755	0.0647391757771986
ENSG00000172216	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	protein_coding	20	48807376	48809212	4	0.67725902067407	0.755514818224975	0.755514818224975	0.121757013243914
ENSG00000172232	AZU1	azurocidin 1	protein_coding	19	827826	832017	4	0.000209837861964312	0.00195776979429881	0.00195776979429881	2.70823837634465
ENSG00000172236	TPSAB1	tryptase alpha/beta 1	protein_coding	16	1290697	1292555	4	0.132761383496271	0.0426434800779978	0.132761383496271	0.876928230490117
ENSG00000172239	PAIP1	poly(A) binding protein interacting protein 1	protein_coding	5	43526369	43557860	5	0.400373284928769	0.272942952558667	0.400373284928769	0.397534908702938
ENSG00000172243	CLEC7A	C-type lectin domain family 7, member A	protein_coding	12	10269376	10282857	8	0.0644073407651166	0.196345038947912	0.196345038947912	0.706980067578007
ENSG00000172244	C5orf34	chromosome 5 open reading frame 34	protein_coding	5	43486803	43515247	18	0.917458964437703	0.62905591779414	0.917458964437703	0.0374133515083707
ENSG00000172247	C1QTNF4	C1q and tumor necrosis factor related protein 4	protein_coding	11	47611216	47616211	30	0.637521055124329	0.271757134838546	0.637521055124329	0.195505467406461
ENSG00000172260	NEGR1	neuronal growth regulator 1	protein_coding	1	71861623	72748417	6	0.638453008328004	0.501648944400295	0.638453008328004	0.194871062339285
ENSG00000172262	ZNF131	zinc finger protein 131	protein_coding	5	43067683	43192123	12	0.900869706538767	0.79467899435915	0.900869706538767	0.0453380168156792
ENSG00000172264	MACROD2	MACRO domain containing 2	protein_coding	20	13976015	16033842	12	0.511718947093013	0.380880974863433	0.511718947093013	0.290968502383748
ENSG00000172269	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	protein_coding	11	118967213	118979041	3	0.350272055378617	0.250965807055355	0.350272055378617	0.455594509210895
ENSG00000172270	BSG	basigin (Ok blood group)	protein_coding	19	571297	583493	16	0.480487148085398	0.755354924274833	0.755354924274833	0.121848935212489
ENSG00000172273	HINFP	histone H4 transcription factor	protein_coding	11	118992297	119006752	20	0.188924709225558	0.372542081851186	0.372542081851186	0.428824662825734
ENSG00000172292	CERS6	ceramide synthase 6	protein_coding	2	169312372	169631644	12	0.928591024830299	0.949270850893795	0.949270850893795	0.0226098547321049
ENSG00000172296	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	protein_coding	20	12989627	13147411	14	0.636323439331408	0.520297850516749	0.636323439331408	0.19632207898788
ENSG00000172301	COPRS	coordinator of PRMT5, differentiation stimulator	protein_coding	17	30178883	30186356	22	0.988787394170761	0.87826241336445	0.988787394170761	0.00489707894313929
ENSG00000172315	TP53RK	TP53 regulating kinase	protein_coding	20	45313004	45318297	9	0.401862598376773	0.28362555696093	0.401862598376773	0.395922412007633
ENSG00000172318	B3GALT1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	protein_coding	2	168675182	168730551	8	0.80593261546951	0.907571910981707	0.907571910981707	0.0421189538342817
ENSG00000172322	CLEC12A	C-type lectin domain family 12, member A	protein_coding	12	10124014	10138194	41	0.999380606361346	0.934615757298404	0.999380606361346	0.00026908258201864
ENSG00000172331	BPGM	2,3-bisphosphoglycerate mutase	protein_coding	7	134331560	134364565	8	0.49352125502674	0.411993544899395	0.49352125502674	0.30669413834988
ENSG00000172339	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit	protein_coding	1	95439963	95538501	2	0.0400321987404788	0.0763241440363954	0.0763241440363954	1.1173380575482
ENSG00000172340	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	protein_coding	3	67410884	67705038	40	0.99524988949067	0.817877043817313	0.99524988949067	0.00206786196651695
ENSG00000172345	STARD5	StAR-related lipid transfer (START) domain containing 5	protein_coding	15	81605105	81616524	18	0.49697436686591	0.55556890108048	0.55556890108048	0.255262072630511
ENSG00000172346	CSDC2	cold shock domain containing C2, RNA binding	protein_coding	22	41956767	41973745	20	0.532569812966796	0.299019764162284	0.532569812966796	0.273623453806747
ENSG00000172348	RCAN2	regulator of calcineurin 2	protein_coding	6	46188475	46459709	9	0.572723686551394	0.450757828690407	0.572723686551394	0.242054855081466
ENSG00000172349	IL16	interleukin 16	protein_coding	15	81451916	81601393	15	0.818333778696006	0.920138604185693	0.920138604185693	0.0361467481989259
ENSG00000172350	ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4	protein_coding	11	119019722	119033360	3	0.403234718247147	0.345041301533631	0.403234718247147	0.394442082480095
ENSG00000172354	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	protein_coding	7	100271154	100276797	11	0.789046061350266	0.622721889456093	0.789046061350266	0.102897643677328
ENSG00000172361	CCDC11	coiled-coil domain containing 11	protein_coding	18	47753563	47792892	2	0.119172641078101	0.138077778926208	0.138077778926208	0.859876207491046
ENSG00000172366	FAM195A	family with sequence similarity 195, member A	protein_coding	16	691813	698472	5	0.752213382134326	0.718656704441511	0.752213382134326	0.123658944596953
ENSG00000172367	PDZD3	PDZ domain containing 3	protein_coding	11	119056184	119060346	6	0.0767737827712674	0.0542201880618146	0.0767737827712674	1.11478706045848
ENSG00000172375	C2CD2L	C2CD2-like	protein_coding	11	118973082	118989252	6	0.607363570030278	0.432559009135166	0.607363570030278	0.216551260836098
ENSG00000172379	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	protein_coding	15	80696693	80890278	13	0.738624970870504	0.755524475886595	0.755524475886595	0.121751461741493
ENSG00000172380	GNG12	guanine nucleotide binding protein (G protein), gamma 12	protein_coding	1	68167149	68299150	13	0.480914922254168	0.279878961994584	0.480914922254168	0.317931747043269
ENSG00000172382	PRSS27	protease, serine 27	protein_coding	16	2762419	2770552	7	0.4814347477683	0.479279769311412	0.4814347477683	0.317462567531228
ENSG00000172399	MYOZ2	myozenin 2	protein_coding	4	120056939	120108944	10	0.762844183380677	0.797557564780838	0.797557564780838	0.0982379613561209
ENSG00000172403	SYNPO2	synaptopodin 2	protein_coding	4	119809996	119982402	7	0.0757927615635625	0.205254939704692	0.205254939704692	0.687706382268569
ENSG00000172404	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7	protein_coding	22	41255553	41257621	2	0.00334998694224816	0.00298623589217116	0.00334998694224816	2.47495688577528
ENSG00000172409	CLP1	cleavage and polyadenylation factor I subunit 1	protein_coding	11	57424488	57429340	7	0.805678168813836	0.934193833176109	0.934193833176109	0.0295630039144601
ENSG00000172425	TTC36	tetratricopeptide repeat domain 36	protein_coding	11	118398291	118401705	5	0.628782323941142	0.698019990235525	0.698019990235525	0.15613213966242
ENSG00000172426	RSPH9	radial spoke head 9 homolog (Chlamydomonas)	protein_coding	6	43612783	43640336	2	0.410089294326585	0.411547448362624	0.411547448362624	0.385580086638526
ENSG00000172428	MYEOV2	myeloma overexpressed 2	protein_coding	2	241065980	241076224	7	0.761675556998975	0.790526007067892	0.790526007067892	0.102083837888275
ENSG00000172432	GTPBP2	GTP binding protein 2	protein_coding	6	43573057	43596899	4	0.407740783412646	0.343682804745184	0.407740783412646	0.38961584698485
ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	protein_coding	1	59762310	60233347	30	0.0446805572238028	0.00800752686795294	0.0446805572238028	1.34988141931395
ENSG00000172458	IL17D	interleukin 17D	protein_coding	13	21276266	21297237	11	0.0954268128710986	0.00766401902637191	0.0954268128710986	1.02032958079007
ENSG00000172460	PRSS30P	protease, serine, 30, pseudogene	pseudogene	16	2889569	2892711	36	0.979037357419843	0.619150216177399	0.979037357419843	0.00920073637688495
ENSG00000172461	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	protein_coding	6	96463860	96663488	7	0.759777617164892	0.815646416591833	0.815646416591833	0.0884980674744463
ENSG00000172466	ZNF24	zinc finger protein 24	protein_coding	18	32912176	32925446	19	0.945837256458404	0.713112510727587	0.945837256458404	0.0241835831566826
ENSG00000172469	MANEA	mannosidase, endo-alpha	protein_coding	6	96025419	96057333	36	0.856791970647366	0.594237746252261	0.856791970647366	0.0671246121107032
ENSG00000172478	C2orf54	chromosome 2 open reading frame 54	protein_coding	2	241825465	241836306	16	0.945358572174444	0.964364288612466	0.964364288612466	0.0157588803618852
ENSG00000172482	AGXT	alanine-glyoxylate aminotransferase	protein_coding	2	241807896	241818537	4	0.818806710043344	0.95763048504801	0.95763048504801	0.0188020371239962
ENSG00000172493	AFF1	AF4/FMR2 family, member 1	protein_coding	4	87856154	88062206	11	0.262761354152516	0.200346013884876	0.262761354152516	0.580438508642269
ENSG00000172497	ACOT12	acyl-CoA thioesterase 12	protein_coding	5	80625824	80689998	5	0.144973864683511	0.150616885123994	0.150616885123994	0.822126338194304
ENSG00000172500	FIBP	fibroblast growth factor (acidic) intracellular binding protein	protein_coding	11	65651392	65656010	28	0.445492003698017	0.495222185514539	0.495222185514539	0.305199907544646
ENSG00000172508	CARNS1	carnosine synthase 1	protein_coding	11	67182439	67193078	9	0.100008845575477	0.155935666371396	0.155935666371396	0.807054539482674
ENSG00000172530	BANP	BTG3 associated nuclear protein	protein_coding	16	87982850	88110924	6	0.789623731450509	0.887598741132608	0.887598741132608	0.0517833223926538
ENSG00000172538	FAM170B	family with sequence similarity 170, member B	protein_coding	10	50339199	50342053	5	0.50776529577637	0.353148298746142	0.50776529577637	0.294336985163493
ENSG00000172543	CTSW	cathepsin W	protein_coding	11	65647280	65651212	38	0.975072044716711	0.491419269537757	0.975072044716711	0.0109632945917349
ENSG00000172548	NIPAL4	NIPA-like domain containing 4	protein_coding	5	156887087	156901725	22	0.10122089778366	0.376511711767259	0.376511711767259	0.42422151009599
ENSG00000172551	MUCL1	mucin-like 1	protein_coding	12	55224303	55252177	5	0.84112055011071	0.969898308855306	0.969898308855306	0.0132737979174143
ENSG00000172554	SNTG2	syntrophin, gamma 2	protein_coding	2	946554	1371385	27	0.449297427247099	0.266263205050006	0.449297427247099	0.347466068243358
ENSG00000172568	FNDC9	fibronectin type III domain containing 9	protein_coding	5	156768608	156772729	8	0.705859072744693	0.5525789405214	0.705859072744693	0.151281998719745
ENSG00000172572	PDE3A	phosphodiesterase 3A, cGMP-inhibited	protein_coding	12	20522179	20837315	4	0.768856699394313	0.905237742108603	0.905237742108603	0.0432373472849209
ENSG00000172575	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	protein_coding	15	38780304	38857776	11	0.907112220084409	0.97613256449957	0.97613256449957	0.0104911986025975
ENSG00000172578	KLHL6	kelch-like family member 6	protein_coding	3	183205319	183273477	4	0.74842133484428	0.89185404439444	0.89185404439444	0.0497062138981432
ENSG00000172586	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	protein_coding	10	75541805	75543410	4	0.528223950027044	0.72246535939044	0.72246535939044	0.141182971528154
ENSG00000172590	MRPL52	mitochondrial ribosomal protein L52	protein_coding	14	23299092	23304246	20	0.809949240451597	0.588389519217357	0.809949240451597	0.0915421975195337
ENSG00000172594	SMPDL3A	sphingomyelin phosphodiesterase, acid-like 3A	protein_coding	6	123110315	123130865	20	0.680890892617182	0.507126362072093	0.680890892617182	0.166922474769453
ENSG00000172602	RND1	Rho family GTPase 1	protein_coding	12	49250928	49259681	2	0.660193396111627	0.850125761632137	0.850125761632137	0.070516823058881
ENSG00000172613	RAD9A	RAD9 homolog A (S. pombe)	protein_coding	11	67159176	67165653	40	0.618214920984621	0.337254754015984	0.618214920984621	0.208860517190727
ENSG00000172638	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	protein_coding	11	65633912	65641063	20	0.918498324298135	0.670981207435981	0.918498324298135	0.0369216316812399
ENSG00000172640	OR10AD1	olfactory receptor, family 10, subfamily AD, member 1	protein_coding	12	48596081	48597170	7	0.546286613090879	0.47817672500167	0.546286613090879	0.262579441865054
ENSG00000172650	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	protein_coding	10	75434033	75457639	17	0.916461785884452	0.704263017722256	0.916461785884452	0.0378856392948007
ENSG00000172653	C17orf66	chromosome 17 open reading frame 66	protein_coding	17	34181955	34195895	2	0.522853883086022	0.523899189122306	0.523899189122306	0.280752273741366
ENSG00000172660	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	protein_coding	17	34136459	34191619	3	0.413249078613448	0.542961545558513	0.542961545558513	0.265230927580811
ENSG00000172661	FAM21C	family with sequence similarity 21, member C	protein_coding	10	46222680	46288409	32	0.952022908588533	0.617749029123918	0.952022908588533	0.0213526010337142
ENSG00000172663	TMEM134	transmembrane protein 134	protein_coding	11	67231824	67236743	4	0.077809892688963	0.162694270422269	0.162694270422269	0.788627741272159
ENSG00000172667	ZMAT3	zinc finger, matrin-type 3	protein_coding	3	178735011	178790067	6	0.421688337788524	0.347057942502431	0.421688337788524	0.375008409666016
ENSG00000172671	ZFAND4	zinc finger, AN1-type domain 4	protein_coding	10	46111043	46168228	17	0.920529124515783	0.679182550846635	0.920529124515783	0.0359624663491067
ENSG00000172673	THEMIS	thymocyte selection associated	protein_coding	6	128029217	128239776	2	0.0807586220024354	0.0585290705705444	0.0807586220024354	1.09281110010289
ENSG00000172687	ZNF738	zinc finger protein 738	protein_coding	19	21541732	21562104	40	0.99784076704233	0.746788079313184	0.99784076704233	0.000938756821117177
ENSG00000172716	SLFN11	schlafen family member 11	protein_coding	17	33677324	33700720	14	0.76906662785182	0.636803310425968	0.76906662785182	0.1140360335992
ENSG00000172717	FAM71D	family with sequence similarity 71, member D	protein_coding	14	67656110	67695267	4	0.756421402066619	0.791142390146728	0.791142390146728	0.101745344960301
ENSG00000172724	CCL19	chemokine (C-C motif) ligand 19	protein_coding	9	34689564	34691274	3	0.606429120136709	0.636218879441894	0.636218879441894	0.196393447589893
ENSG00000172725	CORO1B	coronin, actin binding protein, 1B	protein_coding	11	67205539	67211292	3	0.179617493835576	0.065168479437157	0.179617493835576	0.745651367522456
ENSG00000172728	FUT10	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)	protein_coding	8	33228342	33330903	42	0.984755398455527	0.730064844950361	0.984755398455527	0.0066716296982877
ENSG00000172731	LRRC20	leucine rich repeat containing 20	protein_coding	10	72058729	72142382	10	0.440458458648042	0.449954301236406	0.449954301236406	0.346831592288372
ENSG00000172732	MUS81	MUS81 structure-specific endonuclease subunit	protein_coding	11	65627533	65635113	9	0.869016987003985	0.886886525025166	0.886886525025166	0.0521319435369294
ENSG00000172733	PURG	purine-rich element binding protein G	protein_coding	8	30853321	30891231	2	0.562379440353667	0.664193402477284	0.664193402477284	0.177705442621916
ENSG00000172738	TMEM217	transmembrane protein 217	protein_coding	6	37179956	37225413	13	0.00122786408180237	0.116418005448689	0.116418005448689	0.933979845611597
ENSG00000172748	ZNF596	zinc finger protein 596	protein_coding	8	182232	197342	11	0.945734035401974	0.884965746080423	0.945734035401974	0.0242309811431726
ENSG00000172752	COL6A5	collagen, type VI, alpha 5	protein_coding	3	130064359	130203688	4	0.397175080453395	0.403171100765594	0.403171100765594	0.394510605599837
ENSG00000172757	CFL1	cofilin 1 (non-muscle)	protein_coding	11	65590493	65629417	10	0.844614820159739	0.733265811869663	0.844614820159739	0.0733413024314434
ENSG00000172765	TMCC1	transmembrane and coiled-coil domain family 1	protein_coding	3	129366635	129612419	2	0.0149025144509697	0.0323719874471139	0.0323719874471139	1.48983063668583
ENSG00000172766	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	protein_coding	13	41885341	41951166	8	0.732140311429138	0.697529604201749	0.732140311429138	0.135405680362445
ENSG00000172771	EFCAB12	EF-hand calcium binding domain 12	protein_coding	3	129120164	129147494	7	0.524482595122533	0.374634573969049	0.524482595122533	0.280268919229547
ENSG00000172775	FAM192A	family with sequence similarity 192, member A	protein_coding	16	57186378	57220028	14	0.356389584249058	0.425911435163782	0.425911435163782	0.370680699532118
ENSG00000172780	RAB43	RAB43, member RAS oncogene family	protein_coding	3	128806412	128841644	20	0.0825343156684661	0.105061476650679	0.105061476650679	0.978556499433017
ENSG00000172782	FADS6	fatty acid desaturase 6	protein_coding	17	72873428	72889708	6	0.246282148473059	0.12450425978932	0.246282148473059	0.608567066441916
ENSG00000172785	CBWD1	COBW domain containing 1	protein_coding	9	121041	188979	50	0.997735750409443	0.727232702555843	0.997735750409443	0.000984466062345635
ENSG00000172789	HOXC5	homeobox C5	protein_coding	12	54426637	54429142	4	0.500495305997811	0.668904460360946	0.668904460360946	0.174635908093281
ENSG00000172794	RAB37	RAB37, member RAS oncogene family	protein_coding	17	72666717	72743457	8	0.370891263072832	0.28588778611388	0.370891263072832	0.430753397040624
ENSG00000172795	DCP2	decapping mRNA 2	protein_coding	5	112312399	112356667	28	0.986506226746702	0.789703543681273	0.986506226746702	0.00590016917185247
ENSG00000172799	ZBTB8OSP2	zinc finger and BTB domain containing 8 opposite strand pseudogene 2	pseudogene	2	232298634	232299137	2	0.243676028773253	0.295092439156541	0.295092439156541	0.530041917828604
ENSG00000172803	SNX32	sorting nexin 32	protein_coding	11	65601112	65621172	50	0.967155239886029	0.56166258545355	0.967155239886029	0.0145038109069225
ENSG00000172809	RPL38	ribosomal protein L38	protein_coding	17	72199721	72206118	4	0.799395516341852	0.978997766072151	0.978997766072151	0.00921829919139197
ENSG00000172817	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1	protein_coding	8	65500320	65711318	8	0.168162235254347	0.164264249139034	0.168162235254347	0.774271528526961
ENSG00000172818	OVOL1	ovo-like zinc finger 1	protein_coding	11	65554493	65564330	9	0.631073840479244	0.510445213317784	0.631073840479244	0.199919821997589
ENSG00000172819	RARG	retinoic acid receptor, gamma	protein_coding	12	53604354	53626764	3	0.68052063089138	0.813651582103288	0.813651582103288	0.08956152676093
ENSG00000172824	CES4A	carboxylesterase 4A	protein_coding	16	67022492	67043661	3	0.443600480087777	0.344186813466847	0.443600480087777	0.353007992506287
ENSG00000172828	CES3	carboxylesterase 3	protein_coding	16	66995140	67009051	7	0.651240480129173	0.793431355171571	0.793431355171571	0.100490640881127
ENSG00000172830	SSH3	slingshot protein phosphatase 3	protein_coding	11	67070919	67080078	9	0.654548635551107	0.474595511451546	0.654548635551107	0.184058078117471
ENSG00000172831	CES2	carboxylesterase 2	protein_coding	16	66968347	66978999	7	0.532690786954767	0.358967613714872	0.532690786954767	0.273524814402155
ENSG00000172840	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	protein_coding	16	66912492	66929657	2	0.606154241018278	0.701384176941514	0.701384176941514	0.154044035923151
ENSG00000172845	SP3	Sp3 transcription factor	protein_coding	2	174771187	174830430	2	0.4431855082576	0.481097842960189	0.481097842960189	0.317766590286351
ENSG00000172867	KRT2	keratin 2	protein_coding	12	53038342	53045948	5	0.78761295740947	0.906507268393718	0.906507268393718	0.0426287093725221
ENSG00000172869	DMXL1	Dmx-like 1	protein_coding	5	118373467	118584833	5	0.516133229432661	0.461904470054974	0.516133229432661	0.287238179498784
ENSG00000172878	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	protein_coding	2	172864490	172947158	16	0.860657231362165	0.636697488728472	0.860657231362165	0.0651697778928335
ENSG00000172888	ZNF621	zinc finger protein 621	protein_coding	3	40566369	40616176	2	0.577018974862592	0.668516286161027	0.668516286161027	0.174888008142147
ENSG00000172889	EGFL7	EGF-like-domain, multiple 7	protein_coding	9	139553308	139567130	7	0.631059349658087	0.523242094659979	0.631059349658087	0.199929794453295
ENSG00000172890	NADSYN1	NAD synthetase 1	protein_coding	11	71164155	71235153	37	0.961936640998887	0.504113253495876	0.961936640998887	0.016853532297679
ENSG00000172893	DHCR7	7-dehydrocholesterol reductase	protein_coding	11	71139239	71163914	4	0.0188648744470464	0.117892296002653	0.117892296002653	0.928514574148799
ENSG00000172901	AQPEP	Aminopeptidase Q 	protein_coding	5	115298151	115363316	6	0.729950546901136	0.699362108116634	0.729950546901136	0.136706561708939
ENSG00000172915	NBEA	neurobeachin	protein_coding	13	35516424	36247159	8	0.490489654438762	0.291249788769195	0.490489654438762	0.309370148462507
ENSG00000172922	RNASEH2C	ribonuclease H2, subunit C	protein_coding	11	65482382	65488418	34	0.598410744997706	0.245639841695442	0.598410744997706	0.223000616929497
ENSG00000172927	MYEOV	myeloma overexpressed	protein_coding	11	69061605	69182494	14	0.461561203016239	0.685915446674741	0.685915446674741	0.163729416809005
ENSG00000172932	ANKRD13D	ankyrin repeat domain 13 family, member D	protein_coding	11	67056018	67069956	16	0.484529002179983	0.443533743395777	0.484529002179983	0.314680222514636
ENSG00000172935	MRGPRF	MAS-related GPR, member F	protein_coding	11	68772116	68780877	12	0.101286014675139	0.0146376067786022	0.101286014675139	0.994450516818591
ENSG00000172936	MYD88	myeloid differentiation primary response 88	protein_coding	3	38179969	38184513	3	0.148877356390811	0.0522243567996109	0.148877356390811	0.827171351558351
ENSG00000172938	MRGPRD	MAS-related GPR, member D	protein_coding	11	68747490	68748455	16	0.0509939246055919	0.0372173958499103	0.0509939246055919	1.29248156247924
ENSG00000172939	OXSR1	oxidative stress responsive 1	protein_coding	3	38206580	38296979	5	0.332357552994479	0.37421560640494	0.37421560640494	0.426878104505131
ENSG00000172954	LCLAT1	lysocardiolipin acyltransferase 1	protein_coding	2	30670092	30867091	35	0.93926577524864	0.52028842780037	0.93926577524864	0.0272115020980603
ENSG00000172955	ADH6	alcohol dehydrogenase 6 (class V)	protein_coding	4	100123795	100140694	13	0.907764642547457	0.875078222974494	0.907764642547457	0.0420267370432458
