ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000172955	ADH6	alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:255]	protein_coding	4	100123795	100140694	-0.0857473333333333
ENSG00000172965	MIR4435-1HG	MIR4435-1 host gene (non-protein coding) [Source:HGNC Symbol;Acc:35163]	lincRNA	2	111953927	112252677	-0.37857
ENSG00000172967	XKR3	XK, Kell blood group complex subunit-related family, member 3 [Source:HGNC Symbol;Acc:28778]	protein_coding	22	17264302	17302589	-0.5904
ENSG00000172977	KAT5	K(lysine) acetyltransferase 5 [Source:HGNC Symbol;Acc:5275]	protein_coding	11	65479467	65484453	-1.20793
ENSG00000172985	SH3RF3	SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:24699]	protein_coding	2	109745804	110262207	-0.5195
ENSG00000172986	GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:33383]	protein_coding	3	72937224	73026077	-0.0101335641025641
ENSG00000172987	HPSE2	heparanase 2 [Source:HGNC Symbol;Acc:18374]	protein_coding	10	100218875	100995619	-0.617309222222222
ENSG00000172992	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:26238]	protein_coding	17	43100708	43138473	-1.44136071794872
ENSG00000172995	ARPP21	cAMP-regulated phosphoprotein, 21kDa [Source:HGNC Symbol;Acc:16968]	protein_coding	3	35680437	35835988	-0.0568162
ENSG00000173011	TADA2B	transcriptional adaptor 2B [Source:HGNC Symbol;Acc:30781]	protein_coding	4	7045118	7059679	-0.2017546
ENSG00000173013	CCDC96	coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:26900]	protein_coding	4	7042579	7044728	0.866793
ENSG00000173020	ADRBK1	adrenergic, beta, receptor kinase 1 [Source:HGNC Symbol;Acc:289]	protein_coding	11	67033881	67054027	0.833657666666667
ENSG00000173039	RELA	v-rel avian reticuloendotheliosis viral oncogene homolog A [Source:HGNC Symbol;Acc:9955]	protein_coding	11	65421067	65430565	-1.42309
ENSG00000173040	EVC2	Ellis van Creveld syndrome 2 [Source:HGNC Symbol;Acc:19747]	protein_coding	4	5544499	5711275	-1.0122764
ENSG00000173041	ZNF680	zinc finger protein 680 [Source:HGNC Symbol;Acc:26897]	protein_coding	7	63980262	64023484	-0.689551894736842
ENSG00000173064	HECTD4	HECT domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:26611]	protein_coding	12	112597992	112819896	0.708232666666667
ENSG00000173065	FAM222B	family with sequence similarity 222, member B [Source:HGNC Symbol;Acc:25563]	protein_coding	17	27082996	27169857	-0.163065
ENSG00000173068	BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:30988]	protein_coding	9	16409501	16870841	0.10611
ENSG00000173077	DEC1	deleted in esophageal cancer 1 [Source:HGNC Symbol;Acc:23658]	protein_coding	9	117904097	118164923	1.0417895
ENSG00000173083	HPSE	heparanase [Source:HGNC Symbol;Acc:5164]	protein_coding	4	84213614	84256306	0.042520625
ENSG00000173085	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:HGNC Symbol;Acc:25223]	protein_coding	4	84182689	84206067	-0.973796666666667
ENSG00000173088	C10orf131	chromosome 10 open reading frame 131 [Source:HGNC Symbol;Acc:31667]	protein_coding	10	97667360	97698480	-0.6702725
ENSG00000173110	HSPA6	heat shock 70kDa protein 6 (HSP70B') [Source:HGNC Symbol;Acc:5239]	protein_coding	1	161494036	161496681	0.42803
ENSG00000173113	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26940]	protein_coding	11	64084216	64085556	0.596910620689655
ENSG00000173114	LRRN3	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:17200]	protein_coding	7	110731062	110765510	-0.6819355
ENSG00000173124	C10orf129	chromosome 10 open reading frame 129 [Source:HGNC Symbol;Acc:31665]	protein_coding	10	96953957	96988685	0.141725428571429
ENSG00000173137	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:21738]	protein_coding	8	145596790	145618443	0.070783
ENSG00000173141	MRP63	mitochondrial ribosomal protein 63 [Source:HGNC Symbol;Acc:14514]	protein_coding	13	21750784	21753223	0.433003333333333
ENSG00000173145	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24034]	protein_coding	10	96075085	96122716	1.36959677142857
ENSG00000173156	RHOD	ras homolog family member D [Source:HGNC Symbol;Acc:670]	protein_coding	11	66824289	66839484	-0.766203772727273
ENSG00000173171	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:7504]	protein_coding	1	155178490	155183615	-1.070285
ENSG00000173175	ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:236]	protein_coding	3	123001143	123168605	-0.660281230769231
ENSG00000173193	PARP14	poly (ADP-ribose) polymerase family, member 14 [Source:HGNC Symbol;Acc:29232]	protein_coding	3	122399465	122449687	-1.01598391428571
ENSG00000173200	PARP15	poly (ADP-ribose) polymerase family, member 15 [Source:HGNC Symbol;Acc:26876]	protein_coding	3	122296449	122357894	-0.309620307692308
ENSG00000173208	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2 [Source:HGNC Symbol;Acc:66]	protein_coding	12	39943835	40013553	0.694341
ENSG00000173209	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) [Source:HGNC Symbol;Acc:20437]	protein_coding	2	61404553	61418338	-1.17256976595745
ENSG00000173210	ABLIM3	actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:29132]	protein_coding	5	148521046	148640105	-0.220727266666667
ENSG00000173212	MAB21L3	mab-21-like 3 (C. elegans) [Source:HGNC Symbol;Acc:26787]	protein_coding	1	116654376	116677861	0.0228155
ENSG00000173214	KIAA1919	KIAA1919 [Source:HGNC Symbol;Acc:21053]	protein_coding	6	111580551	111592370	-0.0336547
ENSG00000173218	VANGL1	VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:15512]	protein_coding	1	116184574	116240845	-0.27544052
ENSG00000173221	GLRX	glutaredoxin (thioltransferase) [Source:HGNC Symbol;Acc:4330]	protein_coding	5	95087023	95158709	-0.8594055
ENSG00000173226	IQCB1	IQ motif containing B1 [Source:HGNC Symbol;Acc:28949]	protein_coding	3	121488610	121553926	-0.261068833333333
ENSG00000173227	SYT12	synaptotagmin XII [Source:HGNC Symbol;Acc:18381]	protein_coding	11	66774249	66818334	1.323214
ENSG00000173230	GOLGB1	golgin B1 [Source:HGNC Symbol;Acc:4429]	protein_coding	3	121382046	121468602	1.01199075
ENSG00000173239	LIPM	lipase, family member M [Source:HGNC Symbol;Acc:23455]	protein_coding	10	90562487	90580303	-0.278481428571429
ENSG00000173250	GPR151	G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:23624]	protein_coding	5	145892666	145895753	-1.3466
ENSG00000173253	DMRT2	doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:2935]	protein_coding	9	1050354	1057552	-0.0400754
ENSG00000173258	ZNF483	zinc finger protein 483 [Source:HGNC Symbol;Acc:23384]	protein_coding	9	114287439	114340124	-0.0404634444444445
ENSG00000173261	PLAC8L1	PLAC8-like 1 [Source:HGNC Symbol;Acc:31746]	protein_coding	5	145463949	145483932	0.411693
ENSG00000173264	GPR137	G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:24300]	protein_coding	11	64037810	64056972	-0.345
ENSG00000173267	SNCG	synuclein, gamma (breast cancer-specific protein 1) [Source:HGNC Symbol;Acc:11141]	protein_coding	10	88718375	88723017	-0.296056454545455
ENSG00000173269	MMRN2	multimerin 2 [Source:HGNC Symbol;Acc:19888]	protein_coding	10	88695297	88717620	0.0255
ENSG00000173272	MZT2A	mitotic spindle organizing protein 2A [Source:HGNC Symbol;Acc:33187]	protein_coding	2	132222473	132250316	-1.91061517948718
ENSG00000173273	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:HGNC Symbol;Acc:11941]	protein_coding	8	9414031	9639856	0.0440216666666666
ENSG00000173276	ZBTB21	zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:13083]	protein_coding	21	43406940	43430496	-0.19482
ENSG00000173281	PPP1R3B	protein phosphatase 1, regulatory subunit 3B [Source:HGNC Symbol;Acc:14942]	protein_coding	8	8993765	9009084	0.3410482
ENSG00000173295	FAM86B3P	family with sequence similarity 86, member B3, pseudogene [Source:HGNC Symbol;Acc:44371]	pseudogene	8	8086117	8102387	0.115341181818182
ENSG00000173320	STOX2	storkhead box 2 [Source:HGNC Symbol;Acc:25450]	protein_coding	4	184774584	184944679	0.05771
ENSG00000173327	MAP3K11	mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:6850]	protein_coding	11	65365226	65381720	1.24922693333333
ENSG00000173334	TRIB1	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:16891]	protein_coding	8	126442563	126450647	1.0934
ENSG00000173335	CST9	cystatin 9 (testatin) [Source:HGNC Symbol;Acc:13261]	protein_coding	20	23583047	23586513	0.4721
ENSG00000173338	KCNK7	potassium channel, subfamily K, member 7 [Source:HGNC Symbol;Acc:6282]	protein_coding	11	65360326	65363467	0.3735796
ENSG00000173372	C1QA	complement component 1, q subcomponent, A chain [Source:HGNC Symbol;Acc:1241]	protein_coding	1	22962999	22966101	-0.33814
ENSG00000173376	NDNF	neuron-derived neurotrophic factor [Source:HGNC Symbol;Acc:26256]	protein_coding	4	121956768	121994176	0.347631625
ENSG00000173391	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1 [Source:HGNC Symbol;Acc:8133]	protein_coding	12	10310902	10324737	0.39924625
ENSG00000173401	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	protein_coding	12	75728419	75764340	-0.474265
ENSG00000173402	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:2666]	protein_coding	3	49506146	49573048	-0.162389
ENSG00000173404	INSM1	insulinoma-associated 1 [Source:HGNC Symbol;Acc:6090]	protein_coding	20	20348765	20351590	0.16063
ENSG00000173406	DAB1	Dab, reelin signal transducer, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:2661]	protein_coding	1	57460451	58809075	-0.33833
ENSG00000173409	ARV1	ARV1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29561]	protein_coding	1	231114727	231136341	-0.1554534
ENSG00000173418	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:15908]	protein_coding	20	19997760	20014299	-0.39544
ENSG00000173421	CCDC36	coiled-coil domain containing 36 [Source:HGNC Symbol;Acc:27945]	protein_coding	3	49235861	49295537	-0.00776333333333333
ENSG00000173432	SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:10513]	protein_coding	11	18287721	18291524	-0.227952
ENSG00000173436	MINOS1	mitochondrial inner membrane organizing system 1 [Source:HGNC Symbol;Acc:32068]	protein_coding	1	19923477	19956314	-1.02817425
ENSG00000173442	EHBP1L1	EH domain binding protein 1-like 1 [Source:HGNC Symbol;Acc:30682]	protein_coding	11	65343509	65360121	0.3752184
ENSG00000173451	THAP2	THAP domain containing, apoptosis associated protein 2 [Source:HGNC Symbol;Acc:20854]	protein_coding	12	72057750	72074419	0.615765
ENSG00000173452	TMEM196	transmembrane protein 196 [Source:HGNC Symbol;Acc:22431]	protein_coding	7	19758933	19813221	-0.467147
ENSG00000173456	RNF26	ring finger protein 26 [Source:HGNC Symbol;Acc:14646]	protein_coding	11	119205237	119208023	0.40289375
ENSG00000173457	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B [Source:HGNC Symbol;Acc:9057]	protein_coding	11	64011956	64014410	-0.9250323
ENSG00000173464	RNASE11	ribonuclease, RNase A family, 11 (non-active) [Source:HGNC Symbol;Acc:19269]	protein_coding	14	21051718	21078043	0.334
ENSG00000173467	AGR3	anterior gradient 3 [Source:HGNC Symbol;Acc:24167]	protein_coding	7	16899029	16921611	0.21568325
ENSG00000173480	ZNF417	zinc finger protein 417 [Source:HGNC Symbol;Acc:20646]	protein_coding	19	58411664	58427978	1.42604305714286
ENSG00000173482	PTPRM	protein tyrosine phosphatase, receptor type, M [Source:HGNC Symbol;Acc:9675]	protein_coding	18	7566780	8406758	-0.12726
ENSG00000173486	FKBP2	FK506 binding protein 2, 13kDa [Source:HGNC Symbol;Acc:3718]	protein_coding	11	64008476	64011604	-0.263693
ENSG00000173511	VEGFB	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:12681]	protein_coding	11	64002010	64006259	0.211269285714286
ENSG00000173517	PEAK1	pseudopodium-enriched atypical kinase 1 [Source:HGNC Symbol;Acc:29431]	protein_coding	15	77400471	77712486	-0.832388243243243
ENSG00000173530	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain [Source:HGNC Symbol;Acc:11907]	protein_coding	8	22993101	23021543	-0.649724
ENSG00000173531	MST1	macrophage stimulating 1 (hepatocyte growth factor-like) [Source:HGNC Symbol;Acc:7380]	protein_coding	3	49721397	49726931	-0.0719342173913043
ENSG00000173535	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain [Source:HGNC Symbol;Acc:11906]	protein_coding	8	22941868	22974950	0.324037307692308
ENSG00000173540	GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:22932]	protein_coding	3	49759317	49761384	-0.419658105263158
ENSG00000173542	MOB1B	MOB kinase activator 1B [Source:HGNC Symbol;Acc:29801]	protein_coding	4	71768043	71853885	0.25461
ENSG00000173546	CSPG4	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:2466]	protein_coding	15	75966663	76005189	0.525903666666667
ENSG00000173548	SNX33	sorting nexin 33 [Source:HGNC Symbol;Acc:28468]	protein_coding	15	75941048	75954642	-0.0604571428571429
ENSG00000173557	C2orf70	chromosome 2 open reading frame 70 [Source:HGNC Symbol;Acc:27938]	protein_coding	2	26785450	26802400	-0.0910335
ENSG00000173559	NABP1	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:26232]	protein_coding	2	192542853	192561385	0.6066272
ENSG00000173566	NUDT18	nudix (nucleoside diphosphate linked moiety X)-type motif 18 [Source:HGNC Symbol;Acc:26194]	protein_coding	8	21964383	21966932	0.263031296296296
ENSG00000173567	GPR113	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	protein_coding	2	26531041	26569456	0.28619075
ENSG00000173572	NLRP13	NLR family, pyrin domain containing 13 [Source:HGNC Symbol;Acc:22937]	protein_coding	19	56403065	56443702	-0.61826
ENSG00000173578	XCR1	chemokine (C motif) receptor 1 [Source:HGNC Symbol;Acc:1625]	protein_coding	3	46058516	46069234	-0.073979
ENSG00000173581	CCDC106	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:30181]	protein_coding	19	56159380	56164527	-0.084995
ENSG00000173585	CCR9	chemokine (C-C motif) receptor 9 [Source:HGNC Symbol;Acc:1610]	protein_coding	3	45927996	45944667	0.557536
ENSG00000173588	CCDC41	coiled-coil domain containing 41 [Source:HGNC Symbol;Acc:17966]	protein_coding	12	94701472	94853764	0.633417
ENSG00000173597	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1 [Source:HGNC Symbol;Acc:17845]	protein_coding	4	70586880	70653679	-0.3188785
ENSG00000173598	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:HGNC Symbol;Acc:8051]	protein_coding	12	93771659	93797024	0.643113823529412
ENSG00000173599	PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:8636]	protein_coding	11	66615704	66725847	1.062075
ENSG00000173611	SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:26709]	protein_coding	9	127704887	127905775	-0.759291722222222
ENSG00000173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:17877]	protein_coding	1	10003486	10045559	0.76021
ENSG00000173621	LRFN4	leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:28456]	protein_coding	11	66624118	66627733	2.31599045454545
ENSG00000173626	TRAPPC3L	trafficking protein particle complex 3-like [Source:HGNC Symbol;Acc:21090]	protein_coding	6	116816152	116866773	1.1754085
ENSG00000173627	APOBEC4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative) [Source:HGNC Symbol;Acc:32152]	protein_coding	1	183615541	183622451	0.63108
ENSG00000173638	SLC19A1	solute carrier family 19 (folate transporter), member 1 [Source:HGNC Symbol;Acc:10937]	protein_coding	21	46913490	46964325	-0.61267
ENSG00000173641	HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular) [Source:HGNC Symbol;Acc:5249]	protein_coding	1	16340523	16346089	-0.4569526
ENSG00000173653	RCE1	Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:13721]	protein_coding	11	66610988	66614017	-0.3533275
ENSG00000173660	UQCRH	ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:12590]	protein_coding	1	46769303	46782448	-0.0488126666666667
ENSG00000173662	TAS1R1	taste receptor, type 1, member 1 [Source:HGNC Symbol;Acc:14448]	protein_coding	1	6615241	6639817	-0.422803
ENSG00000173678	SPDYE2B	speedy/RINGO cell cycle regulator family member E2B [Source:HGNC Symbol;Acc:48334]	protein_coding	7	102290772	102301847	-0.150701
ENSG00000173692	PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:HGNC Symbol;Acc:9554]	protein_coding	2	231921578	232037541	0.0569865
ENSG00000173699	SPATA3	spermatogenesis associated 3 [Source:HGNC Symbol;Acc:17884]	protein_coding	2	231860836	231889770	0.756704714285714
ENSG00000173705	SUSD5	sushi domain containing 5 [Source:HGNC Symbol;Acc:29061]	protein_coding	3	33191537	33260707	0.254675
ENSG00000173706	HEG1	heart development protein with EGF-like domains 1 [Source:HGNC Symbol;Acc:29227]	protein_coding	3	124684554	124774802	-0.07802
ENSG00000173714	WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:30916]	protein_coding	17	48912011	48919709	-0.155191666666667
ENSG00000173715	C11orf80	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:26197]	protein_coding	11	66511922	66610882	0.275612214285714
ENSG00000173726	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast) [Source:HGNC Symbol;Acc:20947]	protein_coding	1	235272651	235292251	0.363663
ENSG00000173727	AP000769.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L084]	protein_coding	11	65222728	65234028	0.867897692307692
ENSG00000173744	AGFG1	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:5175]	protein_coding	2	228336904	228425930	0.801723333333333
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:11367]	protein_coding	17	40351186	40428725	1.15189
ENSG00000173786	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:2158]	protein_coding	17	40118759	40129749	1.47234275
ENSG00000173801	JUP	junction plakoglobin [Source:HGNC Symbol;Acc:6207]	protein_coding	17	39910856	39943183	-0.269325166666667
ENSG00000173805	HAP1	huntingtin-associated protein 1 [Source:HGNC Symbol;Acc:4812]	protein_coding	17	39873994	39890896	-0.197881666666667
ENSG00000173809	TDRD12	tudor domain containing 12 [Source:HGNC Symbol;Acc:25044]	protein_coding	19	33210659	33320483	0.4382803
ENSG00000173811	CCDC13-AS1	CCDC13 antisense RNA 1 [Source:HGNC Symbol;Acc:41142]	antisense	3	42774067	42788260	0.32213140625
ENSG00000173818	ENDOV	endonuclease V [Source:HGNC Symbol;Acc:26640]	protein_coding	17	78388969	78411886	0.435514
ENSG00000173821	RNF213	ring finger protein 213 [Source:HGNC Symbol;Acc:14539]	protein_coding	17	78234665	78372586	0.0397342857142857
ENSG00000173825	TIGD3	tigger transposable element derived 3 [Source:HGNC Symbol;Acc:18334]	protein_coding	11	65122238	65125084	1.3481918
ENSG00000173826	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6 [Source:HGNC Symbol;Acc:18862]	protein_coding	17	61600695	61626338	0.4219125
ENSG00000173838	MARCH10	membrane-associated ring finger (C3HC4) 10, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:26655]	protein_coding	17	60778675	60885705	0.800719125
ENSG00000173846	PLK3	polo-like kinase 3 [Source:HGNC Symbol;Acc:2154]	protein_coding	1	45265897	45271584	0.96891
ENSG00000173848	NET1	neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:14592]	protein_coding	10	5454514	5500426	-0.739158
ENSG00000173852	DPY19L1	dpy-19-like 1 (C. elegans) [Source:HGNC Symbol;Acc:22205]	protein_coding	7	34968488	35077883	0.776106866666667
ENSG00000173862	RP11-89N17.1	HCG1643653; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5E942]	protein_coding	7	33765593	33768068	0.62205
ENSG00000173867	RP11-97O12.7		processed_transcript	15	89054663	89054752	-1.28969
ENSG00000173868	PHOSPHO1	phosphatase, orphan 1 [Source:HGNC Symbol;Acc:16815]	protein_coding	17	47300724	47308128	-0.964
ENSG00000173875	ZNF791	zinc finger protein 791 [Source:HGNC Symbol;Acc:26895]	protein_coding	19	12721732	12742735	-0.550763666666667
ENSG00000173876	TUBB8	tubulin, beta 8 class VIII [Source:HGNC Symbol;Acc:20773]	protein_coding	10	92828	120103	-0.767084
ENSG00000173889	PHC3	polyhomeotic homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:15682]	protein_coding	3	169804520	169899537	0.16129
ENSG00000173890	GPR160	G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:23693]	protein_coding	3	169755717	169803191	0.394587416666667
ENSG00000173894	CBX2	chromobox homolog 2 [Source:HGNC Symbol;Acc:1552]	protein_coding	17	77751931	77761782	0.3314
ENSG00000173898	SPTBN2	spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:11276]	protein_coding	11	66452719	66496697	-0.389441333333333
ENSG00000173905	GOLIM4	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:15448]	protein_coding	3	167726465	167813763	0.1814412
ENSG00000173915	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse) [Source:HGNC Symbol;Acc:30889]	protein_coding	10	105148823	105156223	1.17545611111111
ENSG00000173917	HOXB2	homeobox B2 [Source:HGNC Symbol;Acc:5113]	protein_coding	17	46618256	46622856	-0.177664586206897
ENSG00000173918	C1QTNF1	C1q and tumor necrosis factor related protein 1 [Source:HGNC Symbol;Acc:14324]	protein_coding	17	77018896	77045870	0.0540633333333333
ENSG00000173926	MARCH3	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:28728]	protein_coding	5	126203406	126366500	-0.8519054
ENSG00000173930	SLCO4C1	solute carrier organic anion transporter family, member 4C1 [Source:HGNC Symbol;Acc:23612]	protein_coding	5	101569690	101632253	-0.157624285714286
ENSG00000173947	PIFO	primary cilia formation [Source:HGNC Symbol;Acc:27009]	protein_coding	1	111888910	111895635	-1.0270115
ENSG00000173950	XXYLT1	xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:26639]	protein_coding	3	194789008	194991896	0.0245372
ENSG00000173960	UBXN2A	UBX domain protein 2A [Source:HGNC Symbol;Acc:27265]	protein_coding	2	24150155	24227779	-0.619566619047619
ENSG00000173988	LRRC63	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:34296]	protein_coding	13	46786083	46851501	0.98021
ENSG00000173992	CCS	copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:1613]	protein_coding	11	66360555	66373490	0.281552142857143
ENSG00000174004	NRROS	negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:24613]	protein_coding	3	196366557	196388875	1.12106371428571
ENSG00000174007	CEP19	centrosomal protein 19kDa [Source:HGNC Symbol;Acc:28209]	protein_coding	3	196433148	196439164	-0.768465916666667
ENSG00000174013	FBXO45	F-box protein 45 [Source:HGNC Symbol;Acc:29148]	protein_coding	3	196295546	196315930	-0.4099074
ENSG00000174015	SPERT	spermatid associated [Source:HGNC Symbol;Acc:30720]	protein_coding	13	46276446	46288694	-0.80785
ENSG00000174021	GNG5	guanine nucleotide binding protein (G protein), gamma 5 [Source:HGNC Symbol;Acc:4408]	protein_coding	1	84964008	84972248	-0.827266142857143
ENSG00000174032	SLC25A30	solute carrier family 25, member 30 [Source:HGNC Symbol;Acc:27371]	protein_coding	13	45967451	45986073	1.00936935294118
ENSG00000174038	C9orf131	chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:31418]	protein_coding	9	35041092	35045988	-0.68935
ENSG00000174059	CD34	CD34 molecule [Source:HGNC Symbol;Acc:1662]	protein_coding	1	208057594	208084747	-0.0905024999999999
ENSG00000174080	CTSF	cathepsin F [Source:HGNC Symbol;Acc:2531]	protein_coding	11	66330934	66336312	-1.31551973333333
ENSG00000174083	PIK3R6	phosphoinositide-3-kinase, regulatory subunit 6 [Source:HGNC Symbol;Acc:27101]	protein_coding	17	8706041	8770994	0.028395
ENSG00000174093	RP11-1407O15.2	TBC1 domain family member 3  [Source:UniProtKB/TrEMBL;Acc:E5RJ24]	protein_coding	17	36351796	36421841	-0.188697777777778
ENSG00000174099	MSRB3	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:27375]	protein_coding	12	65672423	65882024	2.384702
ENSG00000174100	MRPL45	mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:16651]	protein_coding	17	36452989	36479101	0.3071725
ENSG00000174106	LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:28887]	protein_coding	12	65563351	65642107	0.319572466666667
ENSG00000174109	C16orf91	chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:27558]	protein_coding	16	1469745	1479345	1.5063
ENSG00000174111	SOCS7	suppressor of cytokine signaling 7 [Source:HGNC Symbol;Acc:29846]	protein_coding	17	36508111	36556019	1.88302
ENSG00000174123	TLR10	toll-like receptor 10 [Source:HGNC Symbol;Acc:15634]	protein_coding	4	38773860	38784611	0.0955
ENSG00000174125	TLR1	toll-like receptor 1 [Source:HGNC Symbol;Acc:11847]	protein_coding	4	38792298	38807199	-0.118310111111111
ENSG00000174130	TLR6	toll-like receptor 6 [Source:HGNC Symbol;Acc:16711]	protein_coding	4	38825336	38845412	0.5063968
ENSG00000174132	FAM174A	family with sequence similarity 174, member A [Source:HGNC Symbol;Acc:24943]	protein_coding	5	99871009	99922445	-0.797332
ENSG00000174136	RGMB	repulsive guidance molecule family member b [Source:HGNC Symbol;Acc:26896]	protein_coding	5	98104354	98134347	-0.542610538461539
ENSG00000174137	FAM53A	family with sequence similarity 53, member A [Source:HGNC Symbol;Acc:31860]	protein_coding	4	1619642	1686029	-0.68704416
ENSG00000174145	KIAA1239	KIAA1239 [Source:HGNC Symbol;Acc:29229]	protein_coding	4	37245842	37451087	1.321365
ENSG00000174151	CYB561D1	cytochrome b561 family, member D1 [Source:HGNC Symbol;Acc:26804]	protein_coding	1	110036674	110045554	0.35823
ENSG00000174156	GSTA3	glutathione S-transferase alpha 3 [Source:HGNC Symbol;Acc:4628]	protein_coding	6	52761437	52774483	-0.55372
ENSG00000174165	ZDHHC24	zinc finger, DHHC-type containing 24 [Source:HGNC Symbol;Acc:27387]	protein_coding	11	66288108	66313709	-0.247223692307692
ENSG00000174171	RP11-23P13.6		antisense	15	42184991	42190773	0.490666
