ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000164683	HEY1	hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:4880]	protein_coding	8	80676245	80680098
ENSG00000164684	ZNF704	zinc finger protein 704 [Source:HGNC Symbol;Acc:32291]	protein_coding	8	81540686	81787016
ENSG00000164690	SHH	sonic hedgehog [Source:HGNC Symbol;Acc:10848]	protein_coding	7	155592680	155604967
ENSG00000164691	TAGAP	T-cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:15669]	protein_coding	6	159455500	159466184
ENSG00000164692	COL1A2	collagen, type I, alpha 2 [Source:HGNC Symbol;Acc:2198]	protein_coding	7	94023873	94060544
ENSG00000164694	FNDC1	fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:21184]	protein_coding	6	159590429	159693141
ENSG00000164695	CHMP4C	charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:30599]	protein_coding	8	82644855	82671750
ENSG00000164707	SLC13A4	solute carrier family 13 (sodium/sulfate symporter), member 4 [Source:HGNC Symbol;Acc:15827]	protein_coding	7	135365985	135414006
ENSG00000164713	BRI3	brain protein I3 [Source:HGNC Symbol;Acc:1109]	protein_coding	7	97881691	97937000
ENSG00000164715	LMTK2	lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:17880]	protein_coding	7	97736197	97838945
ENSG00000164733	CTSB	cathepsin B [Source:HGNC Symbol;Acc:2527]	protein_coding	8	11700033	11726957
ENSG00000164736	SOX17	SRY (sex determining region Y)-box 17 [Source:HGNC Symbol;Acc:18122]	protein_coding	8	55370495	55373448
ENSG00000164741	DLC1	deleted in liver cancer 1 [Source:HGNC Symbol;Acc:2897]	protein_coding	8	12940870	13373167
ENSG00000164742	ADCY1	adenylate cyclase 1 (brain) [Source:HGNC Symbol;Acc:232]	protein_coding	7	45613739	45762715
ENSG00000164743	C8orf48	chromosome 8 open reading frame 48 [Source:HGNC Symbol;Acc:26345]	protein_coding	8	13424352	13425796
ENSG00000164744	SUN3	Sad1 and UNC84 domain containing 3 [Source:HGNC Symbol;Acc:22429]	protein_coding	7	48026745	48068716
ENSG00000164746	C7orf57	chromosome 7 open reading frame 57 [Source:HGNC Symbol;Acc:22247]	protein_coding	7	48075108	48100901
ENSG00000164749	HNF4G	hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:5026]	protein_coding	8	76320149	76479078
ENSG00000164751	PEX2	peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:9717]	protein_coding	8	77892494	77913280
ENSG00000164754	RAD21	RAD21 homolog (S. pombe) [Source:HGNC Symbol;Acc:9811]	protein_coding	8	117858174	117886662
ENSG00000164756	SLC30A8	solute carrier family 30 (zinc transporter), member 8 [Source:HGNC Symbol;Acc:20303]	protein_coding	8	117962512	118188953
ENSG00000164758	MED30	mediator complex subunit 30 [Source:HGNC Symbol;Acc:23032]	protein_coding	8	118532952	118552501
ENSG00000164761	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b [Source:HGNC Symbol;Acc:11909]	protein_coding	8	119935796	119964439
ENSG00000164764	SBSPON	somatomedin B and thrombospondin, type 1 domain containing [Source:HGNC Symbol;Acc:30362]	protein_coding	8	73976775	74036323
ENSG00000164776	PHKG1	phosphorylase kinase, gamma 1 (muscle) [Source:HGNC Symbol;Acc:8930]	protein_coding	7	56148440	56160689
ENSG00000164778	EN2	engrailed homeobox 2 [Source:HGNC Symbol;Acc:3343]	protein_coding	7	155250824	155257526
ENSG00000164796	CSMD3	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:19291]	protein_coding	8	113235157	114449328
ENSG00000164808	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:28971]	protein_coding	8	48173167	48648868
ENSG00000164815	ORC5	origin recognition complex, subunit 5 [Source:HGNC Symbol;Acc:8491]	protein_coding	7	103766788	103848495
ENSG00000164818	HEATR2	HEAT repeat containing 2 [Source:HGNC Symbol;Acc:26013]	protein_coding	7	766615	829190
ENSG00000164823	OSGIN2	oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:1355]	protein_coding	8	90914087	90940116
ENSG00000164825	DEFB1	defensin, beta 1 [Source:HGNC Symbol;Acc:2766]	protein_coding	8	6728097	6735544
ENSG00000164828	SUN1	Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:18587]	protein_coding	7	855528	914557
ENSG00000164830	OXR1	oxidation resistance 1 [Source:HGNC Symbol;Acc:15822]	protein_coding	8	107371704	107764922
ENSG00000164841	TMEM74	transmembrane protein 74 [Source:HGNC Symbol;Acc:26409]	protein_coding	8	109619079	109799844
ENSG00000164849	GPR146	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	protein_coding	7	1084212	1097400
ENSG00000164850	GPER1	G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:4485]	protein_coding	7	1121844	1133451
ENSG00000164855	TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:28797]	protein_coding	7	1582680	1600457
ENSG00000164867	NOS3	nitric oxide synthase 3 (endothelial cell) [Source:HGNC Symbol;Acc:7876]	protein_coding	7	150688083	150711676
ENSG00000164877	MICALL2	MICAL-like 2 [Source:HGNC Symbol;Acc:29672]	protein_coding	7	1473996	1499138
ENSG00000164879	CA3	carbonic anhydrase III, muscle specific [Source:HGNC Symbol;Acc:1374]	protein_coding	8	86285665	86361269
ENSG00000164880	INTS1	integrator complex subunit 1 [Source:HGNC Symbol;Acc:24555]	protein_coding	7	1509913	1545489
ENSG00000164889	SLC4A2	solute carrier family 4 (anion exchanger), member 2 [Source:HGNC Symbol;Acc:11028]	protein_coding	7	150754297	150772862
ENSG00000164893	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13 [Source:HGNC Symbol;Acc:23092]	protein_coding	8	87226281	87333375
ENSG00000164896	FASTK	Fas-activated serine/threonine kinase [Source:HGNC Symbol;Acc:24676]	protein_coding	7	150773711	150777949
ENSG00000164897	TMUB1	transmembrane and ubiquitin-like domain containing 1 [Source:HGNC Symbol;Acc:21709]	protein_coding	7	150778167	150780633
ENSG00000164898	C7orf55	chromosome 7 open reading frame 55 [Source:HGNC Symbol;Acc:26946]	protein_coding	7	139024203	139031065
ENSG00000164900	GBX1	gastrulation brain homeobox 1 [Source:HGNC Symbol;Acc:4185]	protein_coding	7	150845676	150871832
ENSG00000164902	PHAX	phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:10241]	protein_coding	5	125935960	125962944
ENSG00000164904	ALDH7A1	aldehyde dehydrogenase 7 family, member A1 [Source:HGNC Symbol;Acc:877]	protein_coding	5	125877533	125931110
ENSG00000164916	FOXK1	forkhead box K1 [Source:HGNC Symbol;Acc:23480]	protein_coding	7	4683388	4811074
ENSG00000164919	COX6C	cytochrome c oxidase subunit VIc [Source:HGNC Symbol;Acc:2285]	protein_coding	8	100885428	100906290
ENSG00000164924	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta [Source:HGNC Symbol;Acc:12855]	protein_coding	8	101928753	101965616
ENSG00000164929	BAALC	brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:14333]	protein_coding	8	104152938	104242533
ENSG00000164930	FZD6	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	protein_coding	8	104311059	104345094
ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:18831]	protein_coding	8	104383743	104395225
ENSG00000164933	SLC25A32	solute carrier family 25 (mitochondrial folate carrier), member 32 [Source:HGNC Symbol;Acc:29683]	protein_coding	8	104410863	104420012
ENSG00000164934	DCAF13	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:24535]	protein_coding	8	104426942	104455681
ENSG00000164935	DCSTAMP	dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:18549]	protein_coding	8	105351315	105368917
ENSG00000164938	TP53INP1	tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:18022]	protein_coding	8	95938200	95961639
ENSG00000164941	INTS8	integrator complex subunit 8 [Source:HGNC Symbol;Acc:26048]	protein_coding	8	95825539	95888717
ENSG00000164944	KIAA1429	KIAA1429 [Source:HGNC Symbol;Acc:24500]	protein_coding	8	95499921	95565757
ENSG00000164946	FREM1	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:23399]	protein_coding	9	14734664	14910993
ENSG00000164949	GEM	GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:4234]	protein_coding	8	95261481	95274578
ENSG00000164951	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:9279]	protein_coding	8	94870035	94938294
ENSG00000164953	TMEM67	transmembrane protein 67 [Source:HGNC Symbol;Acc:28396]	protein_coding	8	94767072	94831462
ENSG00000164961	KIAA0196	KIAA0196 [Source:HGNC Symbol;Acc:28984]	protein_coding	8	126036502	126103920
ENSG00000164967	RPP25L	ribonuclease P/MRP 25kDa subunit-like [Source:HGNC Symbol;Acc:19909]	protein_coding	9	34610483	34612101
ENSG00000164970	FAM219A	family with sequence similarity 219, member A [Source:HGNC Symbol;Acc:19920]	protein_coding	9	34398182	34458568
ENSG00000164972	C9orf24	chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:19919]	protein_coding	9	34379017	34397830
ENSG00000164975	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa [Source:HGNC Symbol;Acc:11136]	protein_coding	9	15422702	15465951
ENSG00000164976	KIAA1161	KIAA1161 [Source:HGNC Symbol;Acc:19918]	protein_coding	9	34366668	34376851
ENSG00000164978	NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2 [Source:HGNC Symbol;Acc:8049]	protein_coding	9	34329504	34343709
ENSG00000164983	TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:25203]	protein_coding	8	125324231	125384933
ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:9527]	protein_coding	9	15464133	15511017
ENSG00000164989	CCDC171	coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:29828]	protein_coding	9	15552895	16061661
ENSG00000165006	UBAP1	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:12461]	protein_coding	9	34179003	34252378
ENSG00000165023	DIRAS2	DIRAS family, GTP-binding RAS-like 2 [Source:HGNC Symbol;Acc:19323]	protein_coding	9	93372114	93405386
ENSG00000165025	SYK	spleen tyrosine kinase [Source:HGNC Symbol;Acc:11491]	protein_coding	9	93564069	93660831
ENSG00000165028	NIPSNAP3B	nipsnap homolog 3B (C. elegans) [Source:HGNC Symbol;Acc:23641]	protein_coding	9	107526438	107539738
ENSG00000165029	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1 [Source:HGNC Symbol;Acc:29]	protein_coding	9	107543283	107690518
ENSG00000165030	NFIL3	nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:7787]	protein_coding	9	94171327	94186144
ENSG00000165046	LETM2	leucine zipper-EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:14648]	protein_coding	8	38243725	38267045
ENSG00000165055	METTL2B	methyltransferase like 2B [Source:HGNC Symbol;Acc:18272]	protein_coding	7	128116783	128146656
ENSG00000165059	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]	protein_coding	9	71627469	71629039
ENSG00000165060	FXN	frataxin [Source:HGNC Symbol;Acc:3951]	protein_coding	9	71650175	71715094
ENSG00000165061	ZMAT4	zinc finger, matrin-type 4 [Source:HGNC Symbol;Acc:25844]	protein_coding	8	40388109	40755352
ENSG00000165066	NKX6-3	NK6 homeobox 3 [Source:HGNC Symbol;Acc:26328]	protein_coding	8	41502697	41508855
ENSG00000165071	TMEM71	transmembrane protein 71 [Source:HGNC Symbol;Acc:26572]	protein_coding	8	133697253	133772876
ENSG00000165072	MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:23673]	protein_coding	9	72658497	72841886
ENSG00000165076	PRSS37	protease, serine, 37 [Source:HGNC Symbol;Acc:29211]	protein_coding	7	141536086	141541287
ENSG00000165078	CPA6	carboxypeptidase A6 [Source:HGNC Symbol;Acc:17245]	protein_coding	8	68334360	68658620
ENSG00000165084	C8orf34	chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:30905]	protein_coding	8	69242957	69731257
ENSG00000165091	TMC1	transmembrane channel-like 1 [Source:HGNC Symbol;Acc:16513]	protein_coding	9	75136717	75451267
ENSG00000165092	ALDH1A1	aldehyde dehydrogenase 1 family, member A1 [Source:HGNC Symbol;Acc:402]	protein_coding	9	75515578	75695358
ENSG00000165097	KDM1B	lysine (K)-specific demethylase 1B [Source:HGNC Symbol;Acc:21577]	protein_coding	6	18155560	18224084
ENSG00000165102	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:26527]	protein_coding	8	42995556	43057998
ENSG00000165105	RASEF	RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:26464]	protein_coding	9	85594500	85678092
ENSG00000165113	GKAP1	G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:17496]	protein_coding	9	86354336	86444431
ENSG00000165115	KIF27	kinesin family member 27 [Source:HGNC Symbol;Acc:18632]	protein_coding	9	86451613	86536342
ENSG00000165118	C9orf64	chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:28144]	protein_coding	9	86553226	86571901
ENSG00000165121	RP11-213G2.3		pseudogene	9	88430881	88464426
ENSG00000165124	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:15985]	protein_coding	9	113127531	113342160
ENSG00000165125	TRPV6	transient receptor potential cation channel, subfamily V, member 6 [Source:HGNC Symbol;Acc:14006]	protein_coding	7	142568956	142583507
ENSG00000165131	C7orf34	chromosome 7 open reading frame 34 [Source:HGNC Symbol;Acc:21750]	protein_coding	7	142636440	142637955
ENSG00000165138	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:26724]	protein_coding	9	101493611	101559247
ENSG00000165140	FBP1	fructose-1,6-bisphosphatase 1 [Source:HGNC Symbol;Acc:3606]	protein_coding	9	97365415	97402531
ENSG00000165152	TMEM246	transmembrane protein 246 [Source:HGNC Symbol;Acc:28180]	protein_coding	9	104235453	104295819
ENSG00000165156	ZHX1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:12871]	protein_coding	8	124260696	124287781
ENSG00000165171	WBSCR27	Williams Beuren syndrome chromosome region 27 [Source:HGNC Symbol;Acc:19068]	protein_coding	7	73248920	73256865
ENSG00000165178	NCF1C	neutrophil cytosolic factor 1C pseudogene [Source:HGNC Symbol;Acc:32523]	pseudogene	7	74572445	74587848
ENSG00000165181	C9orf84	chromosome 9 open reading frame 84 [Source:HGNC Symbol;Acc:26535]	protein_coding	9	114448453	114557288
ENSG00000165185	KIAA1958	KIAA1958 [Source:HGNC Symbol;Acc:23427]	protein_coding	9	115249127	115431677
ENSG00000165188	RNF183	ring finger protein 183 [Source:HGNC Symbol;Acc:28721]	protein_coding	9	116059373	116065656
ENSG00000165202	OR1Q1	olfactory receptor, family 1, subfamily Q, member 1 [Source:HGNC Symbol;Acc:8223]	protein_coding	9	125376948	125378026
ENSG00000165209	STRBP	spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:16462]	protein_coding	9	125878043	126030855
ENSG00000165215	CLDN3	claudin 3 [Source:HGNC Symbol;Acc:2045]	protein_coding	7	73183328	73184600
ENSG00000165219	GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:23375]	protein_coding	9	128024073	128129486
ENSG00000165233	C9orf89	chromosome 9 open reading frame 89 [Source:HGNC Symbol;Acc:28148]	protein_coding	9	95858500	95875565
ENSG00000165238	WNK2	WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:14542]	protein_coding	9	95947198	96082854
ENSG00000165244	ZNF367	zinc finger protein 367 [Source:HGNC Symbol;Acc:18320]	protein_coding	9	99148223	99180611
ENSG00000165264	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa [Source:HGNC Symbol;Acc:7701]	protein_coding	9	32553006	32573160
ENSG00000165269	AQP7	aquaporin 7 [Source:HGNC Symbol;Acc:640]	protein_coding	9	33384765	33402643
ENSG00000165271	NOL6	nucleolar protein 6 (RNA-associated) [Source:HGNC Symbol;Acc:19910]	protein_coding	9	33461439	33473928
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:636]	protein_coding	9	33441152	33447609
ENSG00000165275	TRMT10B	tRNA methyltransferase 10 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:26454]	protein_coding	9	37753804	37778969
ENSG00000165280	VCP	valosin containing protein [Source:HGNC Symbol;Acc:12666]	protein_coding	9	35056061	35073246
ENSG00000165282	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:23215]	protein_coding	9	35088685	35096591
ENSG00000165300	SLITRK5	SLIT and NTRK-like family, member 5 [Source:HGNC Symbol;Acc:20295]	protein_coding	13	88324870	88331871
ENSG00000165309	ARMC3	armadillo repeat containing 3 [Source:HGNC Symbol;Acc:30964]	protein_coding	10	23216953	23326518
ENSG00000165312	OTUD1	OTU domain containing 1 [Source:HGNC Symbol;Acc:27346]	protein_coding	10	23728198	23731308
ENSG00000165322	ARHGAP12	Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:16348]	protein_coding	10	32094365	32217742
ENSG00000165323	FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:23112]	protein_coding	11	92085262	92629618
ENSG00000165325	CCDC67	coiled-coil domain containing 67 [Source:HGNC Symbol;Acc:26344]	protein_coding	11	93063137	93171653
ENSG00000165338	HECTD2	HECT domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:26736]	protein_coding	10	93170096	93274586
ENSG00000165355	FBXO33	F-box protein 33 [Source:HGNC Symbol;Acc:19833]	protein_coding	14	39866873	39901704
ENSG00000165379	LRFN5	leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:20360]	protein_coding	14	42076773	42373752
ENSG00000165383	LRRC18	leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:23199]	protein_coding	10	50117528	50122280
ENSG00000165388	ZNF488	zinc finger protein 488 [Source:HGNC Symbol;Acc:23535]	protein_coding	10	48355024	48373866
ENSG00000165389	SPTSSA	serine palmitoyltransferase, small subunit A [Source:HGNC Symbol;Acc:20361]	protein_coding	14	34901995	34931562
ENSG00000165390	ANXA8	annexin A8 [Source:HGNC Symbol;Acc:546]	protein_coding	10	48255253	48279200
ENSG00000165392	WRN	Werner syndrome, RecQ helicase-like [Source:HGNC Symbol;Acc:12791]	protein_coding	8	30891317	31031285
ENSG00000165406	MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:23356]	protein_coding	10	45950035	46090354
ENSG00000165409	TSHR	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	protein_coding	14	81421333	81612646
ENSG00000165410	CFL2	cofilin 2 (muscle) [Source:HGNC Symbol;Acc:1875]	protein_coding	14	35179593	35184029
ENSG00000165416	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16987]	protein_coding	13	53226844	53275044
ENSG00000165424	ZCCHC24	zinc finger, CCHC domain containing 24 [Source:HGNC Symbol;Acc:26911]	protein_coding	10	81142081	81205383
ENSG00000165434	PGM2L1	phosphoglucomutase 2-like 1 [Source:HGNC Symbol;Acc:20898]	protein_coding	11	74041363	74109518
ENSG00000165443	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like [Source:HGNC Symbol;Acc:29378]	protein_coding	10	60936350	61007534
ENSG00000165449	SLC16A9	solute carrier family 16, member 9 [Source:HGNC Symbol;Acc:23520]	protein_coding	10	61410523	61495760
ENSG00000165457	FOLR2	folate receptor 2 (fetal) [Source:HGNC Symbol;Acc:3793]	protein_coding	11	71927645	71932994
ENSG00000165458	INPPL1	inositol polyphosphate phosphatase-like 1 [Source:HGNC Symbol;Acc:6080]	protein_coding	11	71934745	71950120
ENSG00000165471	MBL2	mannose-binding lectin (protein C) 2, soluble [Source:HGNC Symbol;Acc:6922]	protein_coding	10	54525140	54531460
ENSG00000165474	GJB2	gap junction protein, beta 2, 26kDa [Source:HGNC Symbol;Acc:4284]	protein_coding	13	20761609	20767037
ENSG00000165475	CRYL1	crystallin, lambda 1 [Source:HGNC Symbol;Acc:18246]	protein_coding	13	20977806	21099996
ENSG00000165476	REEP3	receptor accessory protein 3 [Source:HGNC Symbol;Acc:23711]	protein_coding	10	65281123	65384883
ENSG00000165478	HEPACAM	hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:26361]	protein_coding	11	124789089	124806308
ENSG00000165480	SKA3	spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:20262]	protein_coding	13	21727734	21750741
ENSG00000165487	MICU2	mitochondrial calcium uptake 2 [Source:HGNC Symbol;Acc:31830]	protein_coding	13	22066836	22178353
ENSG00000165490	C11orf82	chromosome 11 open reading frame 82 [Source:HGNC Symbol;Acc:26351]	protein_coding	11	82611017	82669319
ENSG00000165495	PKNOX2	PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:16714]	protein_coding	11	125034583	125303285
ENSG00000165501	LRR1	leucine rich repeat protein 1 [Source:HGNC Symbol;Acc:19742]	protein_coding	14	50065883	50081390
ENSG00000165502	RPL36AL	ribosomal protein L36a-like [Source:HGNC Symbol;Acc:10346]	protein_coding	14	50085237	50087403
ENSG00000165506	DNAAF2	dynein, axonemal, assembly factor 2 [Source:HGNC Symbol;Acc:20188]	protein_coding	14	50091892	50101948
ENSG00000165511	C10orf25	chromosome 10 open reading frame 25 [Source:HGNC Symbol;Acc:23509]	protein_coding	10	45493146	45495864
ENSG00000165512	ZNF22	zinc finger protein 22 [Source:HGNC Symbol;Acc:13012]	protein_coding	10	45495923	45500774
ENSG00000165521	EML5	echinoderm microtubule associated protein like 5 [Source:HGNC Symbol;Acc:18197]	protein_coding	14	89079854	89259096
ENSG00000165525	NEMF	nuclear export mediator factor [Source:HGNC Symbol;Acc:10663]	protein_coding	14	50249997	50319921
ENSG00000165526	RPUSD4	RNA pseudouridylate synthase domain containing 4 [Source:HGNC Symbol;Acc:25898]	protein_coding	11	126071993	126081302
ENSG00000165527	ARF6	ADP-ribosylation factor 6 [Source:HGNC Symbol;Acc:659]	protein_coding	14	50359810	50361490
ENSG00000165533	TTC8	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:20087]	protein_coding	14	89290497	89344335
ENSG00000165548	TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:23787]	protein_coding	14	77642193	77725838
ENSG00000165553	NGB	neuroglobin [Source:HGNC Symbol;Acc:14077]	protein_coding	14	77731826	77737655
ENSG00000165555	NOXRED1	NADP-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:20487]	protein_coding	14	77860364	77889860
ENSG00000165556	CDX2	caudal type homeobox 2 [Source:HGNC Symbol;Acc:1806]	protein_coding	13	28536274	28545276
ENSG00000165566	AMER2	APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:26360]	protein_coding	13	25735822	25746426
ENSG00000165568	AKR1E2	aldo-keto reductase family 1, member E2 [Source:HGNC Symbol;Acc:23437]	protein_coding	10	4828821	4890254
ENSG00000165606	DRGX	dorsal root ganglia homeobox [Source:HGNC Symbol;Acc:21536]	protein_coding	10	50572237	50603497
ENSG00000165609	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:HGNC Symbol;Acc:8052]	protein_coding	10	12207412	12237963
ENSG00000165617	DACT1	dishevelled-binding antagonist of beta-catenin 1 [Source:HGNC Symbol;Acc:17748]	protein_coding	14	59100685	59115039
ENSG00000165621	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	protein_coding	13	97637973	97646984
ENSG00000165626	BEND7	BEN domain containing 7 [Source:HGNC Symbol;Acc:23514]	protein_coding	10	13480484	13570974
ENSG00000165629	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 [Source:HGNC Symbol;Acc:833]	protein_coding	10	7830092	7849778
ENSG00000165630	PRPF18	pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:17351]	protein_coding	10	13628927	13672868
ENSG00000165632	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa [Source:HGNC Symbol;Acc:17303]	protein_coding	10	7860467	8058590
ENSG00000165633	VSTM4	V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:26470]	protein_coding	10	50222290	50323554
ENSG00000165637	VDAC2	voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:12672]	protein_coding	10	76969912	76991206
ENSG00000165643	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:HGNC Symbol;Acc:27845]	protein_coding	9	138585253	138591374
ENSG00000165644	COMTD1	catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:26309]	protein_coding	10	76993727	76995788
ENSG00000165646	SLC18A2	solute carrier family 18 (vesicular monoamine transporter), member 2 [Source:HGNC Symbol;Acc:10935]	protein_coding	10	119000604	119038941
ENSG00000165650	PDZD8	PDZ domain containing 8 [Source:HGNC Symbol;Acc:26974]	protein_coding	10	119040000	119134978
ENSG00000165655	ZNF503	zinc finger protein 503 [Source:HGNC Symbol;Acc:23589]	protein_coding	10	77157588	77160132
ENSG00000165661	QSOX2	quiescin Q6 sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:30249]	protein_coding	9	139098179	139137687
ENSG00000165669	FAM204A	family with sequence similarity 204, member A [Source:HGNC Symbol;Acc:25794]	protein_coding	10	120065401	120101832
ENSG00000165671	NSD1	nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:14234]	protein_coding	5	176560080	176727216
ENSG00000165672	PRDX3	peroxiredoxin 3 [Source:HGNC Symbol;Acc:9354]	protein_coding	10	120927215	120938345
ENSG00000165678	GHITM	growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:17281]	protein_coding	10	85901218	85913001
ENSG00000165682	CLEC1B	C-type lectin domain family 1, member B [Source:HGNC Symbol;Acc:24356]	protein_coding	12	10138241	10166023
ENSG00000165684	SNAPC4	small nuclear RNA activating complex, polypeptide 4, 190kDa [Source:HGNC Symbol;Acc:11137]	protein_coding	9	139270029	139293249
ENSG00000165685	TMEM52B	transmembrane protein 52B [Source:HGNC Symbol;Acc:26438]	protein_coding	12	10323141	10344400
ENSG00000165688	PMPCA	peptidase (mitochondrial processing) alpha [Source:HGNC Symbol;Acc:18667]	protein_coding	9	139305110	139318213
ENSG00000165689	SDCCAG3	serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:10667]	protein_coding	9	139296377	139305061
ENSG00000165695	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	protein_coding	9	135600965	135754164
ENSG00000165698	C9orf9	chromosome 9 open reading frame 9 [Source:HGNC Symbol;Acc:1367]	protein_coding	9	135753414	135765588
ENSG00000165699	TSC1	tuberous sclerosis 1 [Source:HGNC Symbol;Acc:12362]	protein_coding	9	135766735	135820020
